COUNT,ID_REF,VALUE,
1,3881686,9.9679,1001
2,2672712,8.15344,285
3,2842570,8.96366,499
4,3526544,6.57116,95
5,2902531,4.27457,19
6,2402942,7.34396,162
7,3382216,11.3006,2522
8,3771800,9.54717,748
9,2427469,6.03766,66
10,2392945,6.30779,79
11,2453006,4.79091,28
12,3552083,5.44418,44
13,3416651,9.56725,759
14,2562821,10.2915,1253
15,3721851,6.38579,84
16,3442176,9.17502,578
17,2477438,6.2447,76
18,2926969,9.73354,851
19,3026969,6.1577,71
20,3796335,8.35609,328
21,2622772,5.44539,44
22,3636470,9.9173,967
23,2952497,7.51331,183
24,2367537,7.06791,134
25,3332276,3.59499,12
26,2427500,5.51662,46
27,2647315,3.97368,16
28,3136888,9.40716,679
29,3502149,3.46829,11
30,2902559,11.7574,3462
31,3831774,7.95108,247
32,3442205,8.8765,470
33,3026988,9.48497,717
34,2453036,4.85114,29
35,3466634,3.88929,15
36,3991650,7.71537,210
37,3966225,9.331,644
38,2403080,4.73847,27
39,2867145,8.56704,379
40,3576545,7.16385,143
41,2842624,5.01651,32
42,2902574,7.74307,214
43,2392985,4.5551,24
44,3332298,4.74695,27
45,3806366,4.10088,17
46,3222404,3.33269,10
47,2452948,3.5196,11
48,3721886,7.57496,191
49,3661940,12.6742,6536
50,3662041,8.51185,365
51,3416702,3.83929,14
52,2817212,4.27349,19
53,3077072,4.46574,22
54,3636522,10.683,1644
55,2403099,4.37981,21
56,2672774,5.87973,59
57,2697308,3.6363,12
58,2403111,7.55417,188
59,2562867,9.83409,913
60,3332325,3.39845,11
61,3916290,3.61427,12
62,2902593,4.18091,18
63,2427538,3.73253,13
64,2453065,4.4872,22
65,2902609,4.03236,16
66,3332334,3.94659,15
67,4016308,10.7666,1742
68,2512930,7.04868,132
69,2782694,4.66064,25
70,3612113,3.48236,11
71,3831831,5.18564,36
72,3442249,10.6416,1597
73,2452977,4.31933,20
74,2343170,8.95434,496
75,3721926,9.33953,648
76,2757278,5.1276,35
77,2697331,4.91105,30
78,4016319,3.55534,12
79,3881786,5.02878,33
80,2367599,3.92067,15
81,3382296,6.5103,91
82,3416733,3.85053,14
83,3991698,10.8653,1865
84,3162486,5.35869,41
85,3466687,3.87131,15
86,2427566,9.29165,627
87,3416740,3.74121,13
88,2902633,4.75633,27
89,3722039,7.17479,144
90,2622859,5.74969,54
91,2817251,3.96145,16
92,3112543,7.97102,251
93,2672821,7.41421,171
94,3382319,6.33893,81
95,2977122,4.33601,20
96,3796428,5.05388,33
97,3662086,6.64033,100
98,3636562,3.87544,15
99,3002640,7.20497,148
100,3526655,4.11835,17
101,3077128,4.18579,18
102,3662093,10.3034,1264
103,2403158,8.4512,350
104,3246888,5.40831,42
105,3662106,6.54527,93
106,3721956,11.0849,2172
107,3442282,11.9927,4075
108,2707359,6.36598,82
109,3881824,8.51744,366
110,2757319,9.28358,623
111,2892652,7.24447,152
112,3722060,8.82728,454
113,2562932,5.0947,34
114,2842707,7.43067,173
115,3746489,4.56906,24
116,3576633,3.69073,13
117,2317686,8.62268,394
118,2697372,5.11387,35
119,3162529,6.91782,121
120,3332388,3.6729,13
121,3416773,3.91596,15
122,3612166,8.53928,372
123,3502259,8.46592,354
124,2343231,5.24796,38
125,3027204,5.0536,33
126,3332403,5.37081,41
127,3806459,8.78069,440
128,3941793,6.46749,88
129,2672857,7.72553,212
130,3466740,8.90522,479
131,2817291,8.68094,410
132,2427619,7.77978,220
133,3186966,7.57523,191
134,2622912,6.17946,72
135,3112584,3.61526,12
136,3137120,5.57389,48
137,3722084,4.03743,16
138,2757347,7.85766,232
139,3442322,4.33005,20
140,3272455,5.53299,46
141,3662139,6.18574,73
142,3721989,10.0628,1070
143,3077168,5.19132,37
144,2562965,3.76781,14
145,3332424,3.60654,12
146,3772056,3.50839,11
147,3662150,6.25887,77
148,3831917,8.73582,426
149,2403215,6.06302,67
150,2902707,10.3586,1313
151,2647458,8.82284,453
152,4016396,7.30637,158
153,2732844,5.3982,42
154,3881874,6.75437,108
155,3662158,4.3919,21
156,3442345,4.11878,17
157,2477598,5.22766,37
158,3686587,6.72152,106
159,2587520,8.59186,386
160,2867284,4.67144,25
161,3222534,7.23778,151
162,3662170,3.33545,10
163,3416830,3.25691,10
164,3722129,4.1571,18
