COUNT,ID_REF,VALUE,
1,3881686,10.1931,1171
2,2672712,8.69112,413
3,2842570,9.06811,537
4,3526544,7.14652,142
5,2902531,4.32519,20
6,2402942,7.64715,200
7,3382216,11.3938,2691
8,3771800,9.55814,754
9,2427469,5.09075,34
10,2392945,6.99646,128
11,2453006,4.82323,28
12,3552083,5.30748,40
13,3416651,9.76077,868
14,2562821,10.6129,1566
15,3721851,6.46022,88
16,3442176,8.88707,473
17,2477438,6.42049,86
18,2926969,9.24666,607
19,3026969,6.19971,74
20,3796335,8.35722,328
21,2622772,5.84064,57
22,3636470,9.41828,684
23,2952497,7.86853,234
24,2367537,6.83597,114
25,3332276,3.99114,16
26,2427500,5.16293,36
27,2647315,4.28018,19
28,3136888,9.28121,622
29,3502149,3.62935,12
30,2902559,11.3732,2653
31,3831774,7.08125,135
32,3442205,9.04833,529
33,3026988,9.46495,707
34,2453036,4.71555,26
35,3466634,3.83502,14
36,3991650,7.48026,179
37,3966225,9.20733,591
38,2403080,3.97408,16
39,2867145,8.16573,287
40,3576545,6.71637,105
41,2842624,5.02094,32
42,2902574,7.29011,157
43,2392985,4.82703,28
44,3332298,3.41653,11
45,3806366,3.94907,15
46,3222404,3.53986,12
47,2452948,3.68672,13
48,3721886,7.65515,202
49,3661940,12.8467,7366
50,3662041,8.50443,363
51,3416702,4.18095,18
52,2817212,4.72303,26
53,3077072,4.29789,20
54,3636522,10.0489,1059
55,2403099,4.0354,16
56,2672774,5.63768,50
57,2697308,3.72394,13
58,2403111,8.21973,298
59,2562867,9.65333,805
60,3332325,3.93609,15
61,3916290,3.91784,15
62,2902593,4.38849,21
63,2427538,4.12804,17
64,2453065,4.5889,24
65,2902609,3.64771,13
66,3332334,3.93204,15
67,4016308,10.1498,1136
68,2512930,6.76168,109
69,2782694,4.43124,22
70,3612113,3.39694,11
71,3831831,5.41895,43
72,3442249,10.4835,1432
73,2452977,4.37704,21
74,2343170,8.59278,386
75,3721926,9.42257,686
76,2757278,4.51236,23
77,2697331,4.73942,27
78,4016319,3.66062,13
79,3881786,4.23277,19
80,2367599,4.23285,19
81,3382296,6.99398,127
82,3416733,3.59497,12
83,3991698,10.0194,1038
84,3162486,4.75871,27
85,3466687,4.17131,18
86,2427566,9.19288,585
87,3416740,3.85775,14
88,2902633,4.79599,28
89,3722039,6.31404,80
90,2622859,5.67101,51
91,2817251,4.308,20
92,3112543,7.58551,192
93,2672821,7.65073,201
94,3382319,6.50035,91
95,2977122,4.51199,23
96,3796428,5.2856,39
97,3662086,5.84587,58
98,3636562,3.90643,15
99,3002640,7.52005,184
100,3526655,4.42607,21
101,3077128,4.298,20
102,3662093,10.6128,1566
103,2403158,8.8107,449
104,3246888,5.67478,51
105,3662106,6.23371,75
106,3721956,11.213,2374
107,3442282,11.9793,4038
108,2707359,6.22853,75
109,3881824,8.47553,356
110,2757319,8.80403,447
111,2892652,7.35839,164
112,3722060,8.87437,469
113,2562932,5.87113,59
114,2842707,7.53744,186
115,3746489,3.89409,15
116,3576633,3.8105,14
117,2317686,9.22236,597
118,2697372,5.06146,33
119,3162529,6.69566,104
120,3332388,4.29006,20
121,3416773,3.87007,15
122,3612166,8.53339,371
123,3502259,8.60145,388
124,2343231,4.30502,20
125,3027204,5.55226,47
126,3332403,5.24784,38
127,3806459,8.63317,397
128,3941793,6.75349,108
129,2672857,8.04208,264
130,3466740,8.6686,407
131,2817291,8.83079,455
132,2427619,7.0339,131
133,3186966,7.84023,229
134,2622912,6.09464,68
135,3112584,3.74612,13
136,3137120,5.67456,51
137,3722084,4.3991,21
138,2757347,8.05881,267
139,3442322,3.98722,16
140,3272455,5.7668,54
141,3662139,5.83744,57
142,3721989,10.2729,1237
143,3077168,5.53998,47
144,2562965,4.00538,16
145,3332424,3.48291,11
146,3772056,3.47187,11
147,3662150,7.15667,143
148,3831917,8.55046,375
149,2403215,5.59865,48
150,2902707,9.63351,794
151,2647458,8.42585,344
152,4016396,6.50432,91
153,2732844,4.9128,30
154,3881874,7.22613,150
155,3662158,4.0475,17
156,3442345,4.29563,20
157,2477598,4.67987,26
158,3686587,7.14403,141
159,2587520,7.52948,185
160,2867284,4.69884,26
161,3222534,7.23482,151
162,3662170,3.59746,12
163,3416830,3.32118,10
164,3722129,3.91744,15
165,2902725,9.26541,615
166,3332449,4.69696,26
167,3941848,6.94193,123
168,3416834,3.74035,13
169,3382410,7.11491,139
170,2782822,4.11266,17
171,3576704,6.09106,68
172,2927255,4.98294,32
173,2952679,9.01208,516
174,3077214,4.01665,16
175,4016428,6.81848,113
176,3831945,4.86812,29
177,3991814,5.68587,51
178,2892734,3.72422,13
179,3772090,5.9742,63
180,3806525,8.51476,366
181,2902736,8.90347,479
182,2343289,9.81193,899
183,2892738,6.76837,109
184,3882012,4.12655,17
185,3332465,3.49375,11
186,3662190,3.81267,14
187,3746574,11.384,2673
188,3662201,10.8193,1807
189,2622970,10.5266,1475
190,3416852,3.42901,11
191,3722152,10.0599,1067
192,3416856,3.85209,14
193,2403261,10.5117,1460
194,3686635,3.29749,10
195,2427688,5.92204,61
196,3526772,5.12309,35
197,2367743,8.58217,383
198,2757427,7.90682,240
199,3466826,9.50048,724
200,3077244,4.57068,24
201,3831975,5.53619,46
202,3442396,9.56163,756
203,2817386,8.18706,291
204,2343334,4.76536,27
205,2427720,8.68637,412
206,3942007,4.74628,27
207,3941907,5.5907,48
208,3722182,4.01135,16
209,3576749,7.64908,201
210,3332511,4.79539,28
211,3662236,5.97053,63
212,2403301,4.92809,30
213,2697490,6.52312,92
214,2672966,10.1709,1153
215,2977265,10.6802,1641
216,3296981,8.94504,493
217,3746625,3.87702,15
218,3306984,7.20463,148
219,3442427,8.20682,295
220,4016485,4.67311,26
221,3416895,5.47131,44
222,3942021,9.75232,862
223,3722195,4.9888,32
224,2892800,4.11644,17
225,3077273,9.57372,762
226,3662247,4.45349,22
227,4041923,5.5756,48
228,3272566,8.87956,471
229,3416909,8.38718,335
230,3772158,4.30182,20
231,2902804,4.73267,27
232,3552344,4.45208,22
233,3112713,5.80792,56
234,3332530,4.08833,17
235,3882069,8.76372,435
236,2732942,7.93012,244
237,2673085,4.08152,17
238,3416921,5.12222,35
239,2623139,7.09823,137
240,3856554,5.3108,40
241,3526831,7.43702,173
242,2367793,7.01185,129
243,2587618,8.5172,366
244,3662265,8.82344,453
245,2842860,8.15949,286
246,3991889,12.552,6005
247,3502411,5.26525,38
248,3307120,6.81161,112
249,2403335,6.85206,116
250,3332548,6.34825,81
251,2867392,5.10057,34
252,2623154,6.21482,74
253,3916527,10.4467,1396
254,3796620,11.1234,2231
255,2952781,6.09513,68
256,3247172,4.89458,30
257,3772187,3.64694,13
258,3416943,7.22908,150
259,3941958,7.45026,175
260,2477731,4.4733,22
261,3077321,4.48184,22
262,3576812,7.4147,171
263,2453307,8.08091,271
264,3942062,8.20887,296
265,3382523,3.91647,15
266,3722248,4.08363,17
267,3442475,6.47248,89
268,2902844,5.46136,44
269,3746675,4.32025,20
270,3686728,8.23989,302
271,3502437,5.34316,41
272,2817464,4.33209,20
273,2673136,5.88242,59
274,3332576,4.69055,26
275,2623180,7.21485,149
276,2697564,9.30647,633
277,3856594,5.94987,62
278,2427791,4.62534,25
279,2867432,4.27977,19
280,2367843,5.97415,63
281,2343418,3.89332,15
282,2842911,4.68918,26
283,3992041,5.90404,60
284,3806654,3.43371,11
285,2867443,8.9879,508
286,3686750,4.93188,31
287,3417075,8.17705,289
288,3416977,7.14588,142
289,2757540,7.0077,129
290,3442514,5.03152,33
291,3002873,10.0798,1082
292,4016572,10.0859,1087
293,2952834,5.10576,34
294,3662333,4.88568,30
295,3916576,8.53935,372
296,3722286,5.83043,57
297,3332615,10.1594,1144
298,2902884,6.8809,118
299,3502475,4.16067,18
300,2647647,8.64113,399
301,3416996,7.4177,171
302,3942124,4.69304,26
303,3332626,8.3249,321
304,3746734,3.94965,15
305,2453365,7.39772,169
306,2673181,8.49046,360
307,3856646,4.85581,29
308,2842951,7.8901,237
309,3806689,10.282,1245
310,2453370,9.29664,629
311,2367892,5.44094,43
312,3502497,5.82035,57
313,2783099,5.22525,37
314,3991992,5.34136,41
315,3806711,7.67161,204
316,2343473,7.60457,195
317,3272686,6.07693,68
318,2623249,6.86241,116
319,3772279,4.83496,29
320,3576889,7.74319,214
321,3882190,4.37754,21
322,2587730,4.63739,25
323,3272706,4.4012,21
324,3722338,5.61941,49
325,2903034,4.20132,18
326,2902935,6.23058,75
327,2403446,5.25673,38
328,3942161,7.31792,160
329,3417146,4.29896,20
330,3332663,4.69382,26
331,3662387,9.48856,718
332,3882214,3.76677,14
333,4016639,6.20899,74
334,3832256,7.74516,215
335,2697652,5.14862,35
336,2952893,4.39667,21
337,2587747,6.47054,89
338,3442579,5.12666,35
339,3722355,8.03659,263
340,2343511,5.09037,34
341,2843091,7.32753,161
342,2757621,6.08461,68
343,3417161,10.5748,1525
344,3636879,4.93667,31
345,3942179,8.04025,263
346,2733202,3.72838,13
347,2902958,7.32751,161
348,2403470,7.20382,147
349,2318086,11.0371,2101
350,2817576,6.31503,80
351,3662417,4.14907,18
352,3272736,4.70764,26
353,3576937,5.41136,43
354,2427898,4.57025,24
355,3832280,3.43633,11
356,3992148,5.34616,41
357,3882241,4.45441,22
358,2952927,3.9198,15
359,3027503,5.91101,60
360,3746809,3.66478,13
361,3856720,4.16493,18
362,2927506,4.13542,18
363,2623308,7.84729,230
364,2673257,4.35104,20
365,3637006,6.16896,72
366,2903075,6.69489,104
367,3417184,6.61948,98
368,2367963,7.19687,147
369,3832292,5.25184,38
370,3722384,7.29765,157
371,3502570,9.70896,837
372,2843131,5.14814,35
373,2892979,6.27595,77
374,3357237,8.97143,502
375,2647742,8.35503,327
