COUNT,ID_REF,VALUE,
1,3881686,9.50274,725
2,2672712,8.00061,256
3,2842570,8.7319,425
4,3526544,7.04333,132
5,2902531,4.21658,19
6,2402942,6.91563,121
7,3382216,11.1865,2331
8,3771800,9.79307,887
9,2427469,5.08218,34
10,2392945,6.60597,97
11,2453006,4.67961,26
12,3552083,5.52546,46
13,3416651,9.02727,522
14,2562821,9.59728,775
15,3721851,6.37793,83
16,3442176,8.94975,494
17,2477438,5.05834,33
18,2926969,8.67599,409
19,3026969,6.33828,81
20,3796335,7.87148,234
21,2622772,4.93608,31
22,3636470,10.1306,1121
23,2952497,7.18036,145
24,2367537,7.56436,189
25,3332276,3.465,11
26,2427500,5.6882,52
27,2647315,3.92125,15
28,3136888,9.06078,534
29,3502149,3.6294,12
30,2902559,11.009,2061
31,3831774,8.27482,310
32,3442205,8.49615,361
33,3026988,9.8463,921
34,2453036,4.63818,25
35,3466634,3.75221,13
36,3991650,8.11871,278
37,3966225,9.03471,524
38,2403080,3.97745,16
39,2867145,8.30144,315
40,3576545,7.38824,168
41,2842624,4.63042,25
42,2902574,8.17623,289
43,2392985,4.48549,22
44,3332298,3.74192,13
45,3806366,4.31715,20
46,3222404,3.58166,12
47,2452948,3.6102,12
48,3721886,7.18264,145
49,3661940,12.7591,6932
50,3662041,8.17452,289
51,3416702,3.63162,12
52,2817212,4.50129,23
53,3077072,4.3824,21
54,3636522,10.6843,1645
55,2403099,4.56557,24
56,2672774,5.12286,35
57,2697308,3.72099,13
58,2403111,7.61173,196
59,2562867,9.70221,833
60,3332325,3.44004,11
61,3916290,3.56088,12
62,2902593,4.75929,27
63,2427538,4.09154,17
64,2453065,4.36977,21
65,2902609,4.15703,18
66,3332334,4.05386,17
67,4016308,10.3258,1283
68,2512930,7.78741,221
69,2782694,5.00619,32
70,3612113,3.31506,10
71,3831831,6.29066,78
72,3442249,9.85748,928
73,2452977,4.33965,20
74,2343170,8.66566,406
75,3721926,9.0733,539
76,2757278,5.03722,33
77,2697331,4.6364,25
78,4016319,3.54224,12
79,3881786,4.9236,30
80,2367599,3.39222,10
81,3382296,6.25284,76
82,3416733,3.66301,13
83,3991698,10.3307,1288
84,3162486,4.96258,31
85,3466687,3.90142,15
86,2427566,8.28457,312
87,3416740,3.60579,12
88,2902633,4.77492,27
89,3722039,5.64393,50
90,2622859,5.6369,50
91,2817251,4.18848,18
92,3112543,7.71224,210
93,2672821,7.05931,133
94,3382319,6.13639,70
95,2977122,4.23451,19
96,3796428,5.43384,43
97,3662086,6.40562,85
98,3636562,4.04493,17
99,3002640,6.68534,103
100,3526655,4.77933,27
