COUNT,ID_REF,VALUE,
1,3881686,9.87593,940
2,2672712,8.54449,373
3,2842570,8.93397,489
4,3526544,7.09887,137
5,2902531,4.07704,17
6,2402942,7.40543,170
7,3382216,11.1343,2248
8,3771800,9.49818,723
9,2427469,5.62387,49
10,2392945,6.50869,91
11,2453006,4.70932,26
12,3552083,4.87319,29
13,3416651,9.1185,556
14,2562821,10.0403,1053
15,3721851,6.39627,84
16,3442176,8.6025,389
17,2477438,6.35855,82
18,2926969,9.46123,705
19,3026969,6.02507,65
20,3796335,8.29265,314
21,2622772,5.44786,44
22,3636470,9.79043,886
23,2952497,7.9324,244
24,2367537,6.80002,111
25,3332276,3.7091,13
26,2427500,5.15659,36
27,2647315,3.95421,16
28,3136888,8.74582,429
29,3502149,3.67439,13
30,2902559,11.3014,2524
31,3831774,7.94951,247
32,3442205,8.57001,380
33,3026988,9.58873,770
34,2453036,4.34154,20
35,3466634,3.74152,13
36,3991650,7.9486,247
37,3966225,9.26457,615
38,2403080,4.31262,20
39,2867145,8.81309,450
40,3576545,7.46014,176
41,2842624,4.76928,27
42,2902574,7.58509,192
43,2392985,4.7946,28
44,3332298,4.17659,18
45,3806366,4.01857,16
46,3222404,3.7875,14
47,2452948,3.84814,14
48,3721886,7.7971,222
49,3661940,12.7561,6918
50,3662041,8.21179,296
51,3416702,3.73935,13
52,2817212,4.341,20
53,3077072,4.34925,20
54,3636522,10.8103,1796
55,2403099,3.92412,15
56,2672774,5.56693,47
57,2697308,3.62352,12
58,2403111,7.87698,235
59,2562867,9.94123,983
60,3332325,3.78134,14
61,3916290,3.67722,13
62,2902593,3.93876,15
63,2427538,3.93795,15
64,2453065,4.03858,16
65,2902609,3.85969,15
66,3332334,4.09161,17
67,4016308,10.2796,1243
68,2512930,7.35335,164
69,2782694,4.35751,20
70,3612113,3.26488,10
71,3831831,5.61691,49
72,3442249,10.0581,1066
73,2452977,4.10452,17
74,2343170,8.73419,426
75,3721926,9.09498,547
76,2757278,4.51788,23
77,2697331,5.06004,33
78,4016319,3.62559,12
79,3881786,5.49835,45
80,2367599,3.84103,14
81,3382296,6.33913,81
82,3416733,4.02499,16
83,3991698,10.4736,1422
84,3162486,5.35325,41
85,3466687,3.97338,16
86,2427566,9.25836,612
87,3416740,3.50562,11
88,2902633,4.73738,27
89,3722039,5.81909,56
90,2622859,5.79068,55
91,2817251,4.04218,16
92,3112543,7.61385,196
93,2672821,7.51695,183
94,3382319,6.26043,77
95,2977122,4.31208,20
96,3796428,5.11808,35
97,3662086,6.22219,75
98,3636562,4.09939,17
99,3002640,7.13465,141
100,3526655,4.49867,23
101,3077128,4.82486,28
102,3662093,10.3558,1310
103,2403158,8.47156,355
104,3246888,5.15435,36
105,3662106,6.45594,88
106,3721956,10.8338,1825
107,3442282,12.05,4240
108,2707359,6.74234,107
109,3881824,8.78949,442
110,2757319,9.15506,570
111,2892652,7.3736,166
112,3722060,8.5165,366
113,2562932,5.36937,41
114,2842707,7.4627,176
115,3746489,3.9068,15
116,3576633,3.63127,12
117,2317686,9.32567,642
118,2697372,4.78803,28
119,3162529,6.06235,67
120,3332388,3.68013,13
121,3416773,4.14287,18
122,3612166,7.92094,242
123,3502259,8.49736,361
124,2343231,4.24033,19
125,3027204,4.89968,30
126,3332403,5.42844,43
127,3806459,8.88373,472
128,3941793,7.20894,148
129,2672857,8.20863,296
130,3466740,8.65971,404
131,2817291,8.79398,444
132,2427619,7.11849,139
133,3186966,7.84949,231
134,2622912,6.64038,100
135,3112584,3.42368,11
136,3137120,5.49194,45
137,3722084,4.15105,18
138,2757347,7.55452,188
139,3442322,4.51971,23
