COUNT,ID_REF,VALUE,
1,3881686,9.00751,515
2,2672712,9.2705,618
3,2842570,8.75451,432
4,3526544,7.10461,138
5,2902531,5.75482,54
6,2402942,7.12471,140
7,3382216,11.1595,2287
8,3771800,8.35593,328
9,2427469,5.6265,49
10,2392945,7.24616,152
11,2453006,5.04115,33
12,3552083,5.69007,52
13,3416651,7.41754,171
14,2562821,9.07211,538
15,3721851,6.20773,74
16,3442176,8.60116,388
17,2477438,6.7226,106
18,2926969,8.71418,420
19,3026969,5.90656,60
20,3796335,7.89635,238
21,2622772,5.34668,41
22,3636470,9.04461,528
23,2952497,7.23267,150
24,2367537,7.08496,136
25,3332276,5.08393,34
26,2427500,6.57047,95
27,2647315,5.0722,34
28,3136888,8.33188,322
29,3502149,4.15975,18
30,2902559,11.6721,3263
31,3831774,6.56069,94
32,3442205,7.72706,212
33,3026988,8.7046,417
34,2453036,5.67044,51
35,3466634,5.10335,34
36,3991650,6.51626,92
37,3966225,8.2072,296
38,2403080,4.76485,27
39,2867145,8.4387,347
40,3576545,6.98596,127
41,2842624,4.79044,28
42,2902574,6.3437,81
43,2392985,5.31454,40
44,3332298,3.34733,10
45,3806366,4.75662,27
46,3222404,4.00892,16
47,2452948,3.97574,16
48,3721886,7.06775,134
49,3661940,12.4343,5535
50,3662041,6.52374,92
51,3416702,4.06551,17
52,2817212,5.61692,49
53,3077072,4.50722,23
54,3636522,9.9592,995
55,2403099,5.15095,36
56,2672774,6.17221,72
57,2697308,4.58018,24
58,2403111,7.85578,232
59,2562867,9.22647,599
60,3332325,5.24714,38
61,3916290,4.87737,29
62,2902593,4.97623,31
63,2427538,5.28854,39
64,2453065,5.26334,38
65,2902609,3.64743,13
66,3332334,4.38746,21
67,4016308,9.29691,629
68,2512930,5.89777,60
69,2782694,4.90346,30
70,3612113,4.27919,19
71,3831831,5.57536,48
72,3442249,10.5429,1492
73,2452977,5.27136,39
74,2343170,7.63187,198
75,3721926,9.3483,652
76,2757278,4.59663,24
77,2697331,5.47702,45
78,4016319,4.3077,20
79,3881786,5.49006,45
80,2367599,5.23667,38
81,3382296,5.98027,63
82,3416733,4.16939,18
83,3991698,8.47287,355
84,3162486,4.8741,29
85,3466687,4.74598,27
86,2427566,7.95865,249
87,3416740,4.90633,30
88,2902633,5.47529,44
89,3722039,6.6267,99
90,2622859,5.5824,48
91,2817251,4.26356,19
92,3112543,7.25899,153
93,2672821,9.29781,629
94,3382319,6.71674,105
95,2977122,4.912,30
96,3796428,5.14229,35
97,3662086,6.64325,100
98,3636562,3.88525,15
99,3002640,7.08857,136
100,3526655,4.79075,28
101,3077128,4.62849,25
102,3662093,11.0285,2089
103,2403158,8.16824,288
104,3246888,5.69031,52
105,3662106,8.13324,281
106,3721956,10.3367,1293
107,3442282,11.0282,2088
108,2707359,6.61621,98
109,3881824,8.88773,474
110,2757319,8.91728,483
111,2892652,6.894,119
112,3722060,7.81223,225
113,2562932,5.3695,41
114,2842707,7.62471,197
115,3746489,4.27741,19
116,3576633,4.8471,29
117,2317686,7.77474,219
118,2697372,4.97014,31
119,3162529,5.54314,47
120,3332388,4.77317,27
121,3416773,4.40362,21
122,3612166,9.42471,687
123,3502259,8.35489,327
124,2343231,4.8069,28
125,3027204,5.11362,35
126,3332403,6.08706,68
127,3806459,6.23628,75
128,3941793,5.45299,44
129,2672857,8.39204,336
130,3466740,7.22281,149
131,2817291,8.26215,307
132,2427619,7.08901,136
133,3186966,6.53131,92
134,2622912,6.55558,94
135,3112584,4.87194,29
136,3137120,6.33702,81
137,3722084,4.64657,25
138,2757347,8.09223,273
139,3442322,4.68584,26
140,3272455,6.10112,69
141,3662139,6.50287,91
142,3721989,8.39472,337
143,3077168,5.19076,37
144,2562965,5.25914,38
145,3332424,4.16945,18
146,3772056,3.88743,15
147,3662150,7.32848,161
148,3831917,7.18319,145
149,2403215,6.26208,77
150,2902707,11.0594,2134
151,2647458,7.63271,198
152,4016396,5.44091,43
153,2732844,5.0074,32
154,3881874,6.47255,89
155,3662158,4.17574,18
156,3442345,4.50513,23
157,2477598,5.64949,50
158,3686587,6.42675,86
159,2587520,8.19562,293
160,2867284,6.17708,72
161,3222534,7.78576,221
162,3662170,4.56586,24
163,3416830,4.92443,30
164,3722129,4.38372,21
165,2902725,9.2115,593
166,3332449,5.5072,45
167,3941848,8.0432,264
168,3416834,5.51485,46
169,3382410,7.50047,181
170,2782822,4.77854,27
171,3576704,5.37972,42
172,2927255,5.17427,36
173,2952679,9.29805,629
174,3077214,4.25996,19
175,4016428,5.98067,63
176,3831945,5.40175,42
177,3991814,5.65035,50
178,2892734,3.76402,14
179,3772090,5.04414,33
180,3806525,8.06133,267
181,2902736,8.99821,511
182,2343289,8.15636,285
183,2892738,7.10536,138
184,3882012,4.60569,24
185,3332465,4.44074,22
186,3662190,4.15663,18
187,3746574,10.239,1208
188,3662201,10.2811,1244
189,2622970,10.1025,1099
190,3416852,4.37408,21
191,3722152,8.915,483
192,3416856,4.39974,21
193,2403261,10.1346,1124
194,3686635,3.38594,10
195,2427688,5.91056,60
196,3526772,4.71191,26
197,2367743,8.86059,465
198,2757427,7.47498,178
199,3466826,8.1696,288
200,3077244,5.02961,33
201,3831975,5.60394,49
202,3442396,9.33736,647
203,2817386,8.16819,288
204,2343334,5.14933,35
205,2427720,8.27328,309
206,3942007,5.0207,32
207,3941907,6.82681,114
208,3722182,4.49054,22
209,3576749,7.40477,169
210,3332511,5.70974,52
211,3662236,8.06738,268
212,2403301,5.59132,48
213,2697490,6.86732,117
214,2672966,9.6693,814
215,2977265,10.975,2013
216,3296981,7.40203,169
217,3746625,3.84597,14
218,3306984,7.38102,167
219,3442427,9.20981,592
220,4016485,4.07242,17
221,3416895,5.39854,42
222,3942021,6.63679,100
223,3722195,5.81037,56
224,2892800,4.56903,24
225,3077273,8.22674,300
226,3662247,3.7327,13
227,4041923,6.08954,68
228,3272566,6.75122,108
229,3416909,7.91355,241
230,3772158,5.15164,36
231,2902804,4.88222,29
232,3552344,3.67712,13
233,3112713,6.4617,88
234,3332530,4.43413,22
235,3882069,9.08651,544
236,2732942,8.13852,282
237,2673085,4.64765,25
238,3416921,5.22506,37
239,2623139,7.72294,211
240,3856554,6.07102,67
241,3526831,6.53084,92
242,2367793,7.12595,140
243,2587618,9.28108,622
244,3662265,8.13676,281
245,2842860,8.53832,372
246,3991889,11.9945,4080
247,3502411,4.96051,31
248,3307120,6.21759,74
249,2403335,7.55866,189
250,3332548,6.31139,79
251,2867392,5.9129,60
252,2623154,7.06014,133
253,3916527,10.3444,1300
254,3796620,9.63102,793
255,2952781,5.87327,59
256,3247172,4.66324,25
257,3772187,3.86479,15
258,3416943,7.00091,128
259,3941958,6.90831,120
260,2477731,5.39864,42
261,3077321,5.15458,36
262,3576812,5.80652,56
263,2453307,8.07456,270
264,3942062,6.7865,110
265,3382523,4.04405,16
266,3722248,5.13912,35
267,3442475,5.83996,57
268,2902844,5.56701,47
269,3746675,5.20997,37
270,3686728,8.41763,342
271,3502437,5.39173,42
272,2817464,4.58718,24
273,2673136,5.49988,45
274,3332576,5.63433,50
275,2623180,7.13018,140
276,2697564,8.2262,299
277,3856594,6.62263,99
278,2427791,4.81763,28
279,2867432,5.85399,58
280,2367843,5.97639,63
281,2343418,4.81525,28
282,2842911,5.1824,36
283,3992041,7.1626,143
284,3806654,4.00526,16
285,2867443,7.2717,155
286,3686750,5.1217,35
287,3417075,7.14145,141
288,3416977,5.97163,63
