COUNT,ID_REF,VALUE,
1,3881686,8.74843,430
2,2672712,9.33817,647
3,2842570,8.61784,393
4,3526544,6.80421,112
5,2902531,5.01984,32
6,2402942,6.89349,119
7,3382216,11.1144,2217
8,3771800,8.96515,500
9,2427469,6.06387,67
10,2392945,7.32521,160
11,2453006,4.62104,25
12,3552083,4.62282,25
13,3416651,10.8922,1901
14,2562821,8.95204,495
15,3721851,5.84358,57
16,3442176,8.61873,393
17,2477438,6.01339,65
18,2926969,9.74509,858
19,3026969,6.45682,88
20,3796335,8.37613,332
21,2622772,5.02012,32
22,3636470,8.89461,476
23,2952497,6.99709,128
24,2367537,7.04622,132
25,3332276,4.04714,17
26,2427500,6.1616,72
27,2647315,4.32566,20
28,3136888,7.40553,170
29,3502149,3.5133,11
30,2902559,11.9493,3955
31,3831774,5.88868,59
32,3442205,8.086,272
33,3026988,9.34789,652
34,2453036,5.39631,42
35,3466634,4.37127,21
36,3991650,7.28871,156
37,3966225,8.48585,359
38,2403080,4.75098,27
39,2867145,8.38238,334
40,3576545,6.8812,118
41,2842624,4.60851,24
42,2902574,8.23154,301
43,2392985,5.82871,57
44,3332298,3.83563,14
45,3806366,4.97616,31
46,3222404,3.84775,14
47,2452948,3.65999,13
48,3721886,6.4861,90
49,3661940,12.429,5514
50,3662041,6.78425,110
51,3416702,3.9242,15
52,2817212,5.25414,38
53,3077072,4.34945,20
54,3636522,9.2678,616
55,2403099,5.04547,33
56,2672774,6.61625,98
57,2697308,4.08018,17
58,2403111,8.63534,398
59,2562867,9.49854,723
60,3332325,3.74659,13
61,3916290,4.46265,22
62,2902593,4.53749,23
63,2427538,4.13437,18
64,2453065,4.38014,21
65,2902609,4.03467,16
66,3332334,4.50595,23
67,4016308,9.9348,979
68,2512930,6.52993,92
69,2782694,5.1753,36
70,3612113,3.65305,13
71,3831831,6.34837,81
72,3442249,9.76895,872
73,2452977,4.01196,16
74,2343170,8.10598,276
75,3721926,9.04938,530
76,2757278,4.52697,23
77,2697331,5.15765,36
78,4016319,4.23928,19
79,3881786,4.82321,28
80,2367599,4.26396,19
81,3382296,6.95785,124
82,3416733,3.90822,15
83,3991698,7.78692,221
84,3162486,3.88898,15
85,3466687,4.4841,22
86,2427566,6.00082,64
87,3416740,4.10913,17
88,2902633,5.75532,54
89,3722039,7.6828,205
90,2622859,6.57752,96
91,2817251,4.40946,21
92,3112543,7.29695,157
93,2672821,9.13727,563
94,3382319,6.80142,112
95,2977122,5.44303,44
96,3796428,5.77408,55
97,3662086,6.47964,89
98,3636562,4.12191,17
99,3002640,7.98699,254
100,3526655,4.81547,28
101,3077128,4.63692,25
102,3662093,11.72,3373
103,2403158,8.28267,311
104,3246888,5.18574,36
105,3662106,7.61572,196
106,3721956,10.5622,1512
107,3442282,10.9243,1943
108,2707359,7.18942,146
109,3881824,8.25034,305
110,2757319,8.84927,461
111,2892652,7.07924,135
112,3722060,8.02121,260
113,2562932,6.06605,67
114,2842707,6.68057,103
115,3746489,4.56159,24
116,3576633,3.89812,15
117,2317686,6.66591,102
118,2697372,5.23316,38
119,3162529,5.09767,34
120,3332388,4.33183,20
121,3416773,4.26146,19
122,3612166,9.14801,567
123,3502259,8.32037,320
124,2343231,5.71142,52
125,3027204,5.35709,41
126,3332403,7.2284,150
127,3806459,6.07539,67
128,3941793,7.55074,187
129,2672857,8.82685,454
130,3466740,8.55796,377
131,2817291,7.78988,221
132,2427619,5.06353,33
133,3186966,8.69791,415
134,2622912,7.04671,132
135,3112584,4.1224,17
136,3137120,5.83148,57
137,3722084,4.73029,27
138,2757347,8.25829,306
139,3442322,5.21613,37
140,3272455,5.70876,52
141,3662139,5.80876,56
142,3721989,7.95174,248
143,3077168,5.04871,33
144,2562965,4.20023,18
145,3332424,3.56775,12
146,3772056,3.76348,14
147,3662150,8.47222,355
148,3831917,7.34072,162
149,2403215,6.31435,80
150,2902707,12.1847,4655
151,2647458,9.0876,544
152,4016396,5.91201,60
153,2732844,5.53911,46
154,3881874,6.97111,125
155,3662158,3.95875,16
156,3442345,4.20897,18
157,2477598,5.4743,44
158,3686587,6.81923,113
159,2587520,8.73882,427
160,2867284,4.99679,32
161,3222534,7.04307,132
162,3662170,4.30143,20
163,3416830,3.31904,10
164,3722129,4.11957,17
165,2902725,10.2264,1198
166,3332449,4.11837,17
167,3941848,8.1063,276
168,3416834,4.13647,18
169,3382410,7.26277,154
170,2782822,3.90003,15
171,3576704,4.74687,27
172,2927255,5.2988,39
173,2952679,9.66246,810
174,3077214,4.04153,16
175,4016428,6.86637,117
176,3831945,5.28127,39
177,3991814,6.61579,98
178,2892734,3.57191,12
179,3772090,5.38212,42
180,3806525,8.23344,301
181,2902736,11.0721,2153
182,2343289,8.48193,358
183,2892738,7.18652,146
184,3882012,4.35162,20
185,3332465,3.60225,12
186,3662190,4.06684,17
187,3746574,10.6049,1557
188,3662201,11.2647,2460
189,2622970,8.81338,450
