COUNT,ID_REF,VALUE,
1,3881686,9.1264,559
2,2672712,9.6737,817
3,2842570,8.68345,411
4,3526544,6.25921,77
5,2902531,4.96732,31
6,2402942,7.217,149
7,3382216,11.2555,2445
8,3771800,8.84555,460
9,2427469,4.84726,29
10,2392945,7.32744,161
11,2453006,4.50377,23
12,3552083,5.14804,35
13,3416651,7.1068,138
14,2562821,8.59489,387
15,3721851,5.69272,52
16,3442176,8.381,333
17,2477438,5.80003,56
18,2926969,7.55386,188
19,3026969,5.70674,52
20,3796335,8.17299,289
21,2622772,5.55644,47
22,3636470,8.60914,390
23,2952497,7.24829,152
24,2367537,6.76674,109
25,3332276,4.80151,28
26,2427500,6.15386,71
27,2647315,4.73161,27
28,3136888,8.49779,361
29,3502149,3.77649,14
30,2902559,11.5506,3000
31,3831774,6.60751,98
32,3442205,8.31729,319
33,3026988,9.09118,545
34,2453036,5.07851,34
35,3466634,4.60759,24
36,3991650,7.08577,136
37,3966225,8.37759,333
38,2403080,4.71009,26
39,2867145,7.75499,216
40,3576545,6.53818,93
41,2842624,4.92003,30
42,2902574,7.91978,242
43,2392985,5.46097,44
44,3332298,3.69247,13
45,3806366,4.29983,20
46,3222404,3.91528,15
47,2452948,3.94523,15
48,3721886,6.96816,125
49,3661940,12.5817,6130
50,3662041,6.73261,106
51,3416702,4.28375,19
52,2817212,5.01014,32
53,3077072,4.21512,19
54,3636522,9.69537,829
55,2403099,4.98511,32
56,2672774,5.57633,48
57,2697308,4.20591,18
58,2403111,8.43132,345
59,2562867,9.51457,731
60,3332325,4.07847,17
61,3916290,4.41223,21
62,2902593,5.10462,34
63,2427538,4.29385,20
64,2453065,5.05897,33
65,2902609,4.32795,20
66,3332334,4.52939,23
67,4016308,9.68708,824
68,2512930,5.9513,62
69,2782694,5.15185,36
70,3612113,4.01343,16
71,3831831,5.90403,60
72,3442249,10.3752,1328
73,2452977,4.93522,31
74,2343170,7.11566,139
75,3721926,9.32156,640
76,2757278,4.76714,27
77,2697331,5.2994,39
78,4016319,3.95855,16
79,3881786,5.6162,49
80,2367599,4.53602,23
81,3382296,6.0405,66
82,3416733,4.03505,16
83,3991698,8.42645,344
84,3162486,4.61689,25
85,3466687,4.6561,25
86,2427566,6.458,88
87,3416740,4.36438,21
88,2902633,5.64804,50
89,3722039,7.33755,162
90,2622859,5.82125,57
91,2817251,4.45843,22
92,3112543,7.39672,169
93,2672821,9.41236,681
94,3382319,6.84046,115
95,2977122,5.09407,34
96,3796428,5.22716,37
97,3662086,6.76725,109
98,3636562,3.94369,15
99,3002640,7.36236,165
100,3526655,4.19266,18
101,3077128,4.31278,20
102,3662093,10.8595,1858
103,2403158,8.20535,295
104,3246888,5.57981,48
105,3662106,7.26397,154
106,3721956,10.4939,1442
107,3442282,10.9891,2033
108,2707359,6.61136,98
109,3881824,8.6302,396
110,2757319,8.78341,441
111,2892652,5.90887,60
112,3722060,8.35873,328
113,2562932,5.30015,39
114,2842707,7.98094,253
115,3746489,4.36114,21
116,3576633,4.32763,20
117,2317686,7.60608,195
118,2697372,5.11701,35
119,3162529,5.22255,37
120,3332388,4.72812,27
121,3416773,4.35013,20
122,3612166,8.88185,472
123,3502259,8.782,440
124,2343231,4.98197,32
125,3027204,5.22536,37
126,3332403,7.12992,140
127,3806459,6.9362,122
128,3941793,6.40504,85
129,2672857,8.21646,297
130,3466740,7.75857,217
131,2817291,7.47109,177
132,2427619,6.51868,92
133,3186966,7.49663,181
134,2622912,6.99688,128
135,3112584,4.86683,29
136,3137120,6.41519,85
137,3722084,4.63645,25
138,2757347,8.30204,316
139,3442322,5.22179,37
140,3272455,6.17219,72
141,3662139,6.20215,74
142,3721989,8.53644,371
143,3077168,5.32162,40
144,2562965,4.64944,25
145,3332424,3.61751,12
146,3772056,4.08749,17
147,3662150,7.71492,210
148,3831917,7.47658,178
149,2403215,6.44207,87
150,2902707,11.6455,3204
151,2647458,8.63692,398
152,4016396,5.56641,47
153,2732844,5.28185,39
154,3881874,7.52747,184
155,3662158,4.14898,18
156,3442345,4.34484,20
157,2477598,5.43315,43
158,3686587,6.43864,87
159,2587520,7.97382,251
160,2867284,5.31211,40
161,3222534,7.30404,158
162,3662170,4.51305,23
163,3416830,3.50098,11
164,3722129,4.17388,18
165,2902725,10.0849,1086
166,3332449,5.23495,38
167,3941848,9.09106,545
168,3416834,3.92808,15
169,3382410,7.53698,186
170,2782822,4.65037,25
171,3576704,5.46516,44
172,2927255,5.10937,35
173,2952679,9.28417,623
174,3077214,4.19404,18
175,4016428,6.23737,75
176,3831945,5.10992,35
177,3991814,6.02314,65
178,2892734,4.30761,20
179,3772090,5.1404,35
180,3806525,7.90208,239
181,2902736,9.86546,933
182,2343289,7.86551,233
183,2892738,6.8368,114
184,3882012,4.54847,23
185,3332465,3.84288,14
186,3662190,3.99131,16
187,3746574,10.6033,1556
188,3662201,11.0842,2171
189,2622970,9.71626,841
190,3416852,4.2393,19
191,3722152,8.99846,511
192,3416856,4.28373,19
193,2403261,10.5536,1503
194,3686635,3.71134,13
195,2427688,5.99923,64
196,3526772,4.83881,29
197,2367743,9.36639,660
198,2757427,7.75709,216
199,3466826,8.55333,376
200,3077244,4.12144,17
201,3831975,5.33123,40
202,3442396,9.36498,659
203,2817386,8.06459,268
204,2343334,5.09317,34
205,2427720,8.09324,273
206,3942007,4.53435,23
207,3941907,7.14724,142
208,3722182,4.21833,19
209,3576749,8.02034,260
210,3332511,4.9043,30
211,3662236,8.25153,305
212,2403301,4.90059,30
213,2697490,6.04354,66
214,2672966,9.49631,722
215,2977265,10.0455,1057
216,3296981,8.82573,454
217,3746625,3.86962,15
218,3306984,8.38101,333
219,3442427,9.35445,655
220,4016485,4.40269,21
221,3416895,5.35359,41
222,3942021,5.24227,38
223,3722195,4.90998,30
224,2892800,3.98673,16
225,3077273,8.03765,263
226,3662247,5.65532,50
227,4041923,6.10845,69
228,3272566,7.73361,213
229,3416909,7.46074,176
230,3772158,4.17234,18
231,2902804,5.03704,33
232,3552344,4.19296,18
233,3112713,5.65387,50
234,3332530,4.29323,20
235,3882069,9.27173,618
236,2732942,8.65712,404
237,2673085,4.35377,20
238,3416921,5.98055,63
239,2623139,7.21474,149
240,3856554,6.09303,68
241,3526831,6.83187,114
