COUNT,ID_REF,VALUE,
1,3881686,9.29623,629
2,2672712,9.76686,871
3,2842570,8.82179,453
4,3526544,6.36738,83
5,2902531,4.75151,27
6,2402942,8.07479,270
7,3382216,11.1095,2209
8,3771800,8.48172,357
9,2427469,5.36852,41
10,2392945,7.33313,161
11,2453006,4.93909,31
12,3552083,5.25161,38
13,3416651,7.50665,182
14,2562821,8.72453,423
15,3721851,5.90802,60
16,3442176,8.27694,310
17,2477438,5.86829,58
18,2926969,8.01526,259
19,3026969,6.61876,98
20,3796335,8.39656,337
21,2622772,5.1552,36
22,3636470,9.21761,595
23,2952497,6.52559,92
24,2367537,6.56834,95
25,3332276,4.94409,31
26,2427500,5.6065,49
27,2647315,5.21078,37
28,3136888,7.94672,247
29,3502149,3.6136,12
30,2902559,11.6921,3309
31,3831774,5.89675,60
32,3442205,8.43996,347
33,3026988,8.87702,470
34,2453036,5.071,34
35,3466634,4.8264,28
36,3991650,7.03464,131
37,3966225,7.86982,234
38,2403080,4.73915,27
39,2867145,8.02472,260
40,3576545,7.11756,139
41,2842624,5.07367,34
42,2902574,5.38357,42
43,2392985,5.12087,35
44,3332298,3.99419,16
45,3806366,4.56203,24
46,3222404,3.99993,16
47,2452948,3.96603,16
48,3721886,6.23989,76
49,3661940,12.4947,5771
50,3662041,6.58717,96
51,3416702,4.52762,23
52,2817212,5.0689,34
53,3077072,4.33481,20
54,3636522,9.13266,561
55,2403099,4.68145,26
56,2672774,6.48477,90
57,2697308,4.39548,21
58,2403111,8.53976,372
59,2562867,9.12563,559
60,3332325,4.5293,23
61,3916290,4.72462,26
62,2902593,5.0388,33
63,2427538,5.43327,43
64,2453065,4.68659,26
65,2902609,4.57291,24
66,3332334,4.81396,28
67,4016308,9.54679,748
68,2512930,6.24952,76
69,2782694,5.04582,33
70,3612113,3.77212,14
71,3831831,5.6373,50
72,3442249,10.7362,1706
73,2452977,4.43886,22
74,2343170,7.72934,212
75,3721926,9.87653,940
76,2757278,4.57635,24
77,2697331,5.59152,48
78,4016319,4.34854,20
