COUNT,ID_REF,VALUE,
1,3881686,8.79501,444
2,2672712,9.42454,687
3,2842570,8.77614,438
4,3526544,6.51503,91
5,2902531,5.08153,34
6,2402942,6.97515,126
7,3382216,11.2383,2416
8,3771800,8.90043,478
9,2427469,6.60841,98
10,2392945,6.99337,127
11,2453006,4.77085,27
12,3552083,5.83518,57
13,3416651,8.33104,322
14,2562821,8.63917,399
15,3721851,5.79189,55
16,3442176,9.20569,590
17,2477438,6.51288,91
18,2926969,8.29278,314
19,3026969,6.80594,112
20,3796335,7.58642,192
21,2622772,6.09463,68
22,3636470,9.51314,731
23,2952497,7.09378,137
24,2367537,7.03718,131
25,3332276,4.33153,20
26,2427500,6.27817,78
27,2647315,5.04127,33
28,3136888,8.2939,314
29,3502149,3.98447,16
30,2902559,11.8866,3786
31,3831774,6.62133,98
32,3442205,7.88257,236
33,3026988,9.14813,567
34,2453036,5.30732,40
35,3466634,5.05455,33
36,3991650,7.34288,162
37,3966225,8.48891,359
38,2403080,5.27869,39
39,2867145,8.64153,399
40,3576545,7.1688,144
41,2842624,5.3177,40
42,2902574,6.80934,112
43,2392985,5.15286,36
44,3332298,3.82918,14
45,3806366,4.55095,23
46,3222404,4.96704,31
47,2452948,4.04848,17
48,3721886,7.20222,147
49,3661940,12.5555,6020
50,3662041,7.35474,164
51,3416702,4.094,17
52,2817212,4.96726,31
53,3077072,4.29402,20
54,3636522,10.0782,1081
55,2403099,4.33406,20
56,2672774,6.07266,67
57,2697308,4.51471,23
58,2403111,7.88789,237
59,2562867,9.21758,595
60,3332325,4.61863,25
61,3916290,4.37754,21
62,2902593,4.5639,24
63,2427538,4.03751,16
64,2453065,4.90097,30
65,2902609,4.90423,30
66,3332334,4.23863,19
67,4016308,9.54265,746
68,2512930,6.20722,74
69,2782694,4.9206,30
70,3612113,4.35884,21
71,3831831,5.81722,56
72,3442249,9.88021,942
73,2452977,4.21894,19
74,2343170,8.2173,298
75,3721926,9.47657,712
76,2757278,4.92673,30
77,2697331,5.2763,39
78,4016319,4.25157,19
79,3881786,5.31161,40
80,2367599,4.71431,26
81,3382296,6.61036,98
82,3416733,3.95353,15
83,3991698,9.69263,828
84,3162486,3.90295,15
