COUNT,ID_REF,VALUE,
1,3881686,9.24569,607
2,2672712,9.73188,850
3,2842570,9.04022,526
4,3526544,6.62516,99
5,2902531,4.67644,26
6,2402942,7.88427,236
7,3382216,11.0592,2134
8,3771800,8.6806,410
9,2427469,6.06483,67
10,2392945,6.85067,115
11,2453006,4.52362,23
12,3552083,5.19169,37
13,3416651,7.07314,135
14,2562821,8.28688,312
15,3721851,6.0036,64
16,3442176,9.15722,571
17,2477438,6.16637,72
18,2926969,8.45277,350
19,3026969,6.79123,111
20,3796335,8.35698,328
21,2622772,5.53742,46
22,3636470,9.33623,646
23,2952497,6.44699,87
24,2367537,7.40296,169
25,3332276,3.87032,15
26,2427500,6.75646,108
27,2647315,4.66631,25
28,3136888,8.52066,367
29,3502149,3.70978,13
30,2902559,11.9411,3932
31,3831774,7.05106,133
32,3442205,8.25755,306
33,3026988,9.16292,573
34,2453036,5.22737,37
35,3466634,3.83613,14
36,3991650,7.50887,182
37,3966225,7.15809,143
38,2403080,4.03437,16
39,2867145,8.34299,325
40,3576545,6.75658,108
41,2842624,4.75364,27
42,2902574,6.4657,88
43,2392985,4.88429,30
44,3332298,3.98879,16
45,3806366,4.24422,19
46,3222404,3.98448,16
47,2452948,3.67058,13
48,3721886,6.57646,95
49,3661940,12.6325,6350
50,3662041,7.09611,137
51,3416702,3.63799,12
52,2817212,4.11706,17
53,3077072,4.21881,19
54,3636522,9.79001,885
55,2403099,4.30463,20
56,2672774,6.04377,66
57,2697308,3.83173,14
58,2403111,8.61472,392
59,2562867,9.22339,598
60,3332325,3.76221,14
61,3916290,4.05246,17
62,2902593,4.20739,18
63,2427538,4.84217,29
64,2453065,4.40472,21
65,2902609,4.04068,16
66,3332334,4.09835,17
67,4016308,9.86816,935
68,2512930,6.38654,84
69,2782694,5.44093,43
70,3612113,3.62437,12
71,3831831,6.06491,67
72,3442249,10.1266,1118
73,2452977,4.14065,18
74,2343170,8.79678,445
75,3721926,9.46911,709
76,2757278,4.37015,21
77,2697331,5.30337,39
78,4016319,3.90309,15
79,3881786,5.41472,43
80,2367599,4.27483,19
81,3382296,6.67418,102
82,3416733,3.37268,10
83,3991698,8.93638,490
84,3162486,3.93311,15
85,3466687,4.36132,21
86,2427566,7.8066,224
87,3416740,3.78678,14
88,2902633,4.7112,26
89,3722039,7.56274,189
90,2622859,5.38281,42
91,2817251,4.07539,17
92,3112543,7.19422,146
93,2672821,8.95956,498
94,3382319,7.71684,210
95,2977122,5.01826,32
96,3796428,6.15071,71
97,3662086,6.70242,104
98,3636562,4.22831,19
99,3002640,8.23629,302
100,3526655,4.64643,25
101,3077128,4.77044,27
102,3662093,10.9208,1939
103,2403158,8.3842,334
104,3246888,5.03328,33
105,3662106,6.7031,104
106,3721956,10.7802,1759
107,3442282,11.3632,2634
108,2707359,6.72363,106
109,3881824,8.53978,372
110,2757319,8.84397,460
111,2892652,6.40583,85
112,3722060,8.23442,301
113,2562932,5.39762,42
114,2842707,8.66148,405
115,3746489,4.25902,19
116,3576633,3.89165,15
117,2317686,6.60859,98
118,2697372,5.15247,36
119,3162529,4.5658,24
120,3332388,4.2541,19
121,3416773,4.14375,18
122,3612166,8.21356,297
123,3502259,8.68103,410
124,2343231,5.59907,48
125,3027204,5.26447,38
126,3332403,5.25042,38
127,3806459,6.40881,85
128,3941793,6.01743,65
129,2672857,8.27037,309
130,3466740,8.36911,331
131,2817291,8.11195,277
132,2427619,6.58313,96
133,3186966,7.79609,222
134,2622912,8.11998,278
135,3112584,3.88615,15
136,3137120,5.25105,38
137,3722084,4.36854,21
138,2757347,8.07018,269
139,3442322,4.57394,24
140,3272455,6.03567,66
141,3662139,6.29226,78
142,3721989,9.53825,744
143,3077168,5.12351,35
144,2562965,4.25302,19
145,3332424,3.47864,11
146,3772056,3.54235,12
147,3662150,9.17956,580
148,3831917,7.77748,219
149,2403215,6.05582,67
150,2902707,11.9234,3884
151,2647458,9.42144,686
152,4016396,6.44524,87
153,2732844,5.65819,50
154,3881874,6.97586,126
155,3662158,5.65287,50
156,3442345,4.52752,23
157,2477598,4.71767,26
158,3686587,6.57093,95
159,2587520,8.36453,330
160,2867284,4.69979,26
161,3222534,8.12224,279
162,3662170,3.78238,14
163,3416830,3.51525,11
164,3722129,4.28191,19
165,2902725,9.91486,965
166,3332449,4.28019,19
167,3941848,6.19668,73
168,3416834,3.72567,13
169,3382410,7.68518,206
170,2782822,4.1073,17
171,3576704,6.82704,114
172,2927255,5.74411,54
173,2952679,9.78136,880
174,3077214,3.63609,12
175,4016428,6.70576,104
176,3831945,4.8982,30
177,3991814,6.02654,65
178,2892734,3.50385,11
179,3772090,5.37739,42
180,3806525,8.15122,284
181,2902736,10.0451,1057
182,2343289,8.92743,487
183,2892738,6.92616,122
184,3882012,4.54065,23
185,3332465,3.65686,13
186,3662190,3.75147,13
187,3746574,10.8109,1796
188,3662201,11.8522,3697
189,2622970,9.15017,568
190,3416852,3.56359,12
191,3722152,9.68524,823
192,3416856,3.64744,13
193,2403261,10.1441,1132
194,3686635,3.77227,14
195,2427688,6.54521,93
196,3526772,4.97678,31
197,2367743,8.23055,300
198,2757427,7.44759,175
199,3466826,9.07372,539
200,3077244,4.03764,16
201,3831975,4.87304,29
202,3442396,9.96012,996
203,2817386,7.92517,243
204,2343334,4.60496,24
