COUNT,ID_REF,VALUE,
1,3881686,8.95691,497
2,2672712,9.43828,694
3,2842570,8.35675,328
4,3526544,7.16879,144
5,2902531,5.19289,37
6,2402942,7.5056,182
7,3382216,10.3476,1303
8,3771800,8.50837,364
9,2427469,7.48384,179
10,2392945,7.84019,229
11,2453006,5.37109,41
12,3552083,5.07304,34
13,3416651,6.75646,108
14,2562821,7.89731,238
15,3721851,5.27654,39
16,3442176,7.61972,197
17,2477438,6.30458,79
18,2926969,7.86181,233
19,3026969,6.81026,112
20,3796335,8.07737,270
21,2622772,4.45501,22
22,3636470,8.45672,351
23,2952497,6.53751,93
24,2367537,7.08315,136
25,3332276,4.71986,26
26,2427500,5.77446,55
27,2647315,5.62133,49
28,3136888,6.95393,124
29,3502149,4.65485,25
30,2902559,11.6125,3131
31,3831774,5.77659,55
32,3442205,8.05271,266
33,3026988,8.69808,415
34,2453036,5.96406,62
35,3466634,5.35124,41
36,3991650,6.52012,92
37,3966225,9.37636,665
38,2403080,4.99054,32
39,2867145,7.66839,203
40,3576545,6.96503,125
41,2842624,5.3843,42
42,2902574,6.0517,66
43,2392985,6.42473,86
44,3332298,3.6579,13
45,3806366,4.46089,22
46,3222404,4.00173,16
47,2452948,4.95395,31
48,3721886,6.58968,96
49,3661940,11.9375,3922
50,3662041,7.09169,136
51,3416702,4.923,30
52,2817212,5.33151,40
53,3077072,4.8478,29
54,3636522,9.30774,634
55,2403099,5.6813,51
56,2672774,6.15961,71
57,2697308,5.19318,37
58,2403111,8.31195,318
59,2562867,8.70933,419
60,3332325,5.04695,33
61,3916290,4.94643,31
62,2902593,5.45276,44
63,2427538,5.12462,35
64,2453065,4.96075,31
65,2902609,3.96244,16
66,3332334,4.7151,26
67,4016308,7.22248,149
68,2512930,5.71703,53
69,2782694,4.6463,25
70,3612113,4.84628,29
71,3831831,6.09502,68
72,3442249,9.5617,756
73,2452977,5.12887,35
74,2343170,6.92889,122
75,3721926,9.54979,750
76,2757278,4.23503,19
77,2697331,5.50369,45
78,4016319,4.53318,23
79,3881786,5.99141,64
80,2367599,4.97996,32
81,3382296,6.62389,99
82,3416733,3.79608,14
83,3991698,7.8289,227
84,3162486,5.38339,42
85,3466687,5.30586,40
86,2427566,5.69349,52
87,3416740,4.64442,25
88,2902633,6.09123,68
89,3722039,7.19647,147
90,2622859,6.45959,88
91,2817251,4.4058,21
92,3112543,6.6756,102
93,2672821,9.06441,535
94,3382319,6.12232,70
95,2977122,5.06809,34
96,3796428,5.88687,59
97,3662086,6.51259,91
98,3636562,4.3883,21
99,3002640,7.36643,165
100,3526655,5.19073,37
101,3077128,4.44945,22
102,3662093,10.9626,1996
103,2403158,7.88053,236
104,3246888,6.75243,108
105,3662106,8.33502,323
106,3721956,9.59205,772
107,3442282,10.7835,1763
108,2707359,6.76222,109
109,3881824,8.17475,289
110,2757319,7.21939,149
111,2892652,6.00744,64
112,3722060,7.84195,229
113,2562932,5.7143,53
114,2842707,6.54128,93
115,3746489,4.8892,30
116,3576633,4.66656,25
117,2317686,6.69771,104
118,2697372,5.88075,59
119,3162529,5.49753,45
120,3332388,4.97435,31
121,3416773,4.85273,29
122,3612166,9.41072,681
123,3502259,7.79127,222
124,2343231,5.29018,39
125,3027204,5.05453,33
126,3332403,7.72069,211
127,3806459,6.71875,105
128,3941793,6.09722,68
129,2672857,8.28912,313
130,3466740,7.91368,241
131,2817291,6.8516,115
132,2427619,5.9298,61
133,3186966,7.4299,172
134,2622912,7.42278,172
135,3112584,4.80216,28
136,3137120,5.74355,54
137,3722084,4.97634,31
138,2757347,8.01301,258
139,3442322,5.189,36
140,3272455,6.20494,74
141,3662139,6.13751,70
142,3721989,7.82593,227
143,3077168,5.80602,56
144,2562965,4.86727,29
145,3332424,4.37838,21
146,3772056,4.38064,21
147,3662150,8.00642,257
148,3831917,6.32617,80
149,2403215,6.71067,105
150,2902707,11.9948,4081
151,2647458,7.71905,211
152,4016396,5.56578,47
153,2732844,5.10286,34
154,3881874,6.66135,101
155,3662158,4.5143,23
156,3442345,4.46584,22
157,2477598,5.71492,53
158,3686587,6.80216,112
159,2587520,7.69421,207
160,2867284,5.32649,40
161,3222534,7.11986,139
162,3662170,6.05303,66
163,3416830,3.82349,14
164,3722129,3.87335,15
165,2902725,9.37673,665
166,3332449,6.18919,73
167,3941848,7.80019,223
168,3416834,3.96081,16
169,3382410,7.22745,150
170,2782822,4.80708,28
171,3576704,5.33922,40
172,2927255,5.8734,59
173,2952679,8.74131,428
174,3077214,4.59607,24
175,4016428,6.03381,66
176,3831945,5.42613,43
177,3991814,6.90846,120
178,2892734,4.87622,29
179,3772090,5.09785,34
180,3806525,8.0753,270
181,2902736,9.8588,929
182,2343289,8.07511,270
183,2892738,7.04284,132
184,3882012,4.45188,22
185,3332465,4.05754,17
186,3662190,4.34241,20
187,3746574,10.1854,1164
188,3662201,11.0621,2138
189,2622970,8.43901,347
190,3416852,4.65962,25
191,3722152,8.68347,411
192,3416856,4.56424,24
193,2403261,10.8403,1833
194,3686635,3.44775,11
195,2427688,5.74812,54
196,3526772,5.33632,40
197,2367743,9.3329,645
198,2757427,7.37172,166
199,3466826,7.89922,239
200,3077244,4.39001,21
201,3831975,5.75883,54
202,3442396,9.34128,649
203,2817386,7.76075,217
204,2343334,6.1559,71
205,2427720,8.03736,263
206,3942007,5.44728,44
207,3941907,6.77854,110
208,3722182,4.4343,22
209,3576749,7.37609,166
210,3332511,5.23123,38
211,3662236,8.82963,455
212,2403301,5.52103,46
213,2697490,6.26289,77
214,2672966,9.62238,788
215,2977265,9.14076,564
216,3296981,8.12856,280
217,3746625,4.35355,20
218,3306984,7.33189,161
219,3442427,9.29906,630
220,4016485,3.95012,15
221,3416895,6.28476,78
222,3942021,6.18701,73
223,3722195,4.58086,24
224,2892800,4.97697,31
225,3077273,7.65775,202
226,3662247,6.03733,66
227,4041923,6.43382,86
228,3272566,7.6477,201
229,3416909,7.6511,201
230,3772158,4.65639,25
231,2902804,5.13834,35
232,3552344,4.17921,18
233,3112713,6.13547,70
234,3332530,5.56501,47
235,3882069,8.90052,478
236,2732942,8.11133,277
237,2673085,4.93492,31
238,3416921,5.38837,42
239,2623139,7.52398,184
240,3856554,6.19399,73
241,3526831,6.51494,91
242,2367793,6.85572,116
243,2587618,8.82455,453
244,3662265,8.043,264
245,2842860,7.75885,217
246,3991889,11.8604,3718
247,3502411,4.71091,26
248,3307120,6.25037,76
249,2403335,6.52144,92
250,3332548,5.88827,59
251,2867392,5.44585,44
252,2623154,6.28597,78
253,3916527,9.74924,861
254,3796620,9.06802,537
255,2952781,4.99187,32
256,3247172,4.40818,21
257,3772187,3.8247,14
258,3416943,6.49923,90
259,3941958,6.92361,121
260,2477731,5.28544,39
261,3077321,5.20624,37
262,3576812,6.70021,104
263,2453307,8.57855,382
264,3942062,7.42071,171
265,3382523,4.34576,20
266,3722248,4.56656,24
267,3442475,5.80683,56
268,2902844,5.23935,38
269,3746675,5.43539,43
270,3686728,8.45308,350
271,3502437,5.9446,62
272,2817464,5.3212,40
273,2673136,4.74773,27
274,3332576,5.25102,38
275,2623180,7.04047,132
276,2697564,8.21758,298
277,3856594,6.11418,69
278,2427791,4.98468,32
279,2867432,5.25396,38
280,2367843,6.40654,85
281,2343418,4.96583,31
282,2842911,5.76511,54
283,3992041,6.60643,97
284,3806654,4.11291,17
285,2867443,7.36678,165
286,3686750,5.07448,34
287,3417075,6.50323,91
288,3416977,7.07524,135
289,2757540,6.914,121
290,3442514,5.46913,44
291,3002873,8.09399,273
292,4016572,9.07946,541
293,2952834,6.0643,67
294,3662333,5.42921,43
295,3916576,8.10257,275
296,3722286,4.15055,18
297,3332615,10.3348,1291
298,2902884,6.37569,83
299,3502475,5.06979,34
300,2647647,7.51509,183
301,3416996,7.91315,241
302,3942124,6.63288,99
303,3332626,8.05595,266
304,3746734,3.98039,16
305,2453365,6.82285,113
306,2673181,8.78299,440
307,3856646,5.23717,38
308,2842951,7.53224,185
309,3806689,9.30447,632
310,2453370,8.5049,363
311,2367892,6.02228,65
312,3502497,5.88155,59
313,2783099,6.13573,70
314,3991992,5.6233,49
315,3806711,7.3577,164
316,2343473,8.11198,277
317,3272686,5.97205,63
318,2623249,7.11778,139
319,3772279,5.90598,60
320,3576889,5.76686,54
321,3882190,4.68271,26
322,2587730,4.95924,31
323,3272706,5.06135,33
324,3722338,5.52386,46
325,2903034,4.83775,29
326,2902935,6.05448,66
327,2403446,6.02805,65
328,3942161,7.36743,165
329,3417146,5.14818,35
330,3332663,4.88478,30
331,3662387,9.48542,717
332,3882214,3.7464,13
333,4016639,5.24275,38
334,3832256,7.00035,128
335,2697652,5.75155,54
336,2952893,5.18133,36
337,2587747,6.41304,85
338,3442579,5.40583,42
339,3722355,9.68514,823
340,2343511,6.60807,98
341,2843091,8.24692,304
342,2757621,5.99377,64
343,3417161,10.0108,1032
344,3636879,5.15524,36
345,3942179,7.99327,255
346,2733202,4.93959,31
347,2902958,7.93902,245
348,2403470,6.07363,67
349,2318086,8.4745,356
350,2817576,5.35829,41
351,3662417,6.02817,65
352,3272736,5.81768,56
353,3576937,6.3956,84
354,2427898,5.16541,36
355,3832280,3.73497,13
356,3992148,6.32356,80
357,3882241,5.3926,42
358,2952927,5.22585,37
359,3027503,6.26301,77
360,3746809,3.93626,15
361,3856720,4.75206,27
362,2927506,4.87774,29
363,2623308,5.92509,61
364,2673257,5.21703,37
365,3637006,7.37368,166
366,2903075,7.61048,195
367,3417184,6.64949,100
368,2367963,7.28959,156
369,3832292,5.56175,47
370,3722384,6.64364,100
371,3502570,9.6272,791
372,2843131,5.91418,60
373,2892979,6.65187,101
374,3357237,7.52191,184
375,2647742,7.75548,216
376,3417201,6.12004,70
377,3832308,4.80744,28
378,2427930,6.46769,89
379,2673270,11.1058,2204
380,3272761,5.34338,41
381,3662444,5.0873,34
382,2977471,5.18015,36
383,2587790,9.2898,626
384,3916686,4.23241,19
385,3882265,4.74435,27
386,3332729,4.61575,25
387,3003107,6.36257,82
388,3442641,4.90773,30
389,2893109,4.64836,25
390,2952959,5.46761,44
391,3722417,8.89662,477
