,ID_REF,VALUE,COUNT
98,3636562,3.95806,16
99,3002640,6.77404,109
100,3526655,4.33281,20
101,3077128,3.9899,16
102,3662093,6.019,65
103,2403158,7.80593,224
104,3246888,5.84844,58
105,3662106,5.49036,45
106,3721956,5.54451,47
107,3442282,11.6325,3175
108,2707359,6.89019,119
109,3881824,7.00373,128
110,2757319,9.98151,1011
111,2892652,6.2741,77
112,3722060,10.4087,1359
113,2562932,4.54687,23
114,2842707,8.70536,417
115,3746489,4.92632,30
116,3576633,3.74215,13
117,2317686,5.23145,38
118,2697372,4.72799,27
119,3162529,5.17012,36
120,3332388,3.9719,16
121,3416773,3.99311,16
122,3612166,7.42315,172
123,3502259,5.78839,55
124,2343231,4.31085,20
125,3027204,5.89333,59
126,3332403,4.65771,25
127,3806459,4.45951,22
128,3941793,8.17222,288
129,2672857,10.7909,1772
130,3466740,10.4611,1410
131,2817291,7.02097,130
132,2427619,5.62558,49
133,3186966,5.52298,46
134,2622912,8.91401,482
135,3112584,4.15191,18
136,3137120,5.2232,37
137,3722084,4.34128,20
138,2757347,8.24275,303
139,3442322,7.66553,203
140,3272455,5.15045,36
141,3662139,5.24548,38
142,3721989,4.01761,16
143,3077168,6.4096,85
144,2562965,4.10185,17
145,3332424,3.52666,12
146,3772056,3.48158,11
147,3662150,4.13567,18
148,3831917,7.77634,219
149,2403215,6.2413,76
150,2902707,10.4517,1400
151,2647458,7.61315,196
152,4016396,7.02224,130
153,2732844,4.37205,21
154,3881874,7.90481,240
155,3662158,3.31911,10
156,3442345,4.32387,20
157,2477598,5.00664,32
158,3686587,7.5138,183
159,2587520,10.1367,1126
160,2867284,4.67405,26
161,3222534,5.99303,64
162,3662170,3.49076,11
163,3416830,3.18162,9
164,3722129,3.6144,12
165,2902725,8.46465,353
166,3332449,3.96994,16
167,3941848,8.50249,363
168,3416834,3.86343,15
169,3382410,7.98839,254
170,2782822,9.04922,530
171,3576704,6.36898,83
172,2927255,5.00238,32
173,2952679,10.5286,1477
174,3077214,3.42583,11
175,4016428,4.59183,24
176,3831945,4.3419,20
177,3991814,6.25712,76
178,2892734,3.73557,13
179,3772090,5.00952,32
180,3806525,7.99701,255
181,2902736,10.1324,1122
182,2343289,8.99871,512
183,2892738,8.63766,398
184,3882012,7.26161,153
185,3332465,3.46987,11
186,3662190,3.79558,14
187,3746574,9.01647,518
188,3662201,11.1175,2222
189,2622970,5.90185,60
190,3416852,3.39266,11
191,3722152,10.7313,1700
192,3416856,3.76065,14
193,2403261,8.30976,317
194,3686635,3.31935,10
195,2427688,8.41201,341
196,3526772,5.81002,56
197,2367743,9.9209,969
198,2757427,7.35515,164
199,3466826,8.9515,495
200,3077244,3.57005,12
201,3831975,3.74219,13
202,3442396,11.7713,3496
203,2817386,8.84887,461
204,2343334,3.97453,16
205,2427720,9.91093,963
206,3942007,4.01491,16
207,3941907,6.30958,79
208,3722182,3.97978,16
209,3576749,6.5614,94
210,3332511,4.6964,26
211,3662236,4.59526,24
212,2403301,7.86232,233
213,2697490,7.96572,250
214,2672966,7.48824,180
215,2977265,6.38003,83
216,3296981,6.93261,122
217,3746625,3.61229,12
218,3306984,8.45491,351
219,3442427,9.86257,931
220,4016485,3.87159,15
221,3416895,4.95433,31
222,3942021,4.74796,27
223,3722195,3.71691,13
224,2892800,3.87484,15
225,3077273,7.98968,254
226,3662247,3.52541,12
227,4041923,5.42316,43
228,3272566,5.42096,43
229,3416909,8.3554,328
230,3772158,8.17584,289
231,2902804,4.55739,24
232,3552344,3.94512,15
233,3112713,7.0317,131
234,3332530,4.34373,20
235,3882069,11.1175,2222
236,2732942,8.42891,345
237,2673085,8.05265,266
238,3416921,5.05276,33
239,2623139,9.25785,612
240,3856554,6.08927,68
241,3526831,6.64149,100
242,2367793,7.77731,219
243,2587618,8.12893,280
244,3662265,10.4262,1376
245,2842860,8.12276,279
246,3991889,11.5352,2968
247,3502411,4.79381,28
248,3307120,7.5537,188
249,2403335,8.62501,395
250,3332548,6.63047,99
251,2867392,5.41365,43
252,2623154,8.49058,360
253,3916527,11.3598,2628
254,3796620,5.59225,48
255,2952781,6.43035,86
256,3247172,8.15786,286
257,3772187,4.52042,23
258,3416943,7.23192,150
259,3941958,5.48452,45
260,2477731,3.99274,16
261,3077321,4.43572,22
262,3576812,7.02716,130
263,2453307,8.04125,263
264,3942062,7.60322,194
265,3382523,4.34097,20
266,3722248,4.2096,19
267,3442475,5.56727,47
268,2902844,3.88949,15
269,3746675,4.22488,19
270,3686728,9.70008,832
271,3502437,6.35444,82
272,2817464,3.81882,14
273,2673136,6.58818,96
274,3332576,4.40464,21
275,2623180,8.52846,369
276,2697564,6.98772,127
277,3856594,9.86045,930
278,2427791,4.34161,20
279,2867432,4.42151,21
280,2367843,8.55655,377
281,2343418,4.80691,28
282,2842911,5.09394,34
283,3992041,5.30449,40
284,3806654,3.56223,12
285,2867443,4.62894,25
286,3686750,5.54628,47
287,3417075,5.08296,34
288,3416977,9.55542,752
289,2757540,8.47483,356
290,3442514,6.2062,74
291,3002873,9.60872,781
292,4016572,10.4203,1370
293,2952834,5.71792,53
294,3662333,4.96817,31
295,3916576,11.0395,2105
296,3722286,5.88252,59
297,3332615,10.7497,1722
298,2902884,7.25004,152
299,3502475,4.27845,19
300,2647647,8.24455,303
301,3416996,8.5036,363
302,3942124,4.00261,16
303,3332626,8.20645,295
304,3746734,3.8998,15
305,2453365,4.44138,22
306,2673181,8.34335,325
307,3856646,6.41727,85
308,2842951,9.00421,513
309,3806689,10.0326,1047
310,2453370,6.98197,126
311,2367892,5.87856,59
312,3502497,7.32874,161
313,2783099,5.80303,56
314,3991992,5.95878,62
315,3806711,9.39454,673
316,2343473,6.09141,68
317,3272686,5.58019,48
318,2623249,7.22988,150
319,3772279,5.25607,38
320,3576889,7.4422,174
321,3882190,4.66202,25
322,2587730,4.99656,32
323,3272706,5.10673,34
324,3722338,4.25098,19
325,2903034,4.05643,17
326,2902935,8.05204,265
327,2403446,5.45952,44
328,3942161,8.86253,465
329,3417146,10.649,1606
330,3332663,4.29514,20
331,3662387,8.22761,300
332,3882214,3.60882,12
333,4016639,4.93286,31
334,3832256,6.73414,106
335,2697652,5.92676,61
336,2952893,3.90685,15
337,2587747,5.56277,47
338,3442579,5.43435,43
339,3722355,9.42789,689
340,2343511,4.35027,20
341,2843091,6.27129,77
342,2757621,4.78488,28
343,3417161,9.50987,729
344,3636879,5.51441,46
345,3942179,8.08496,272
346,2733202,3.44877,11
347,2902958,4.46711,22
348,2403470,8.85957,465
349,2318086,6.1475,71
350,2817576,6.10187,69
351,3662417,5.19155,37
352,3272736,6.63053,99
353,3576937,5.96096,62
354,2427898,4.18603,18
355,3832280,4.446,22
356,3992148,6.99926,128
357,3882241,4.48641,22
358,2952927,4.12377,17
359,3027503,5.61577,49
360,3746809,3.49651,11
361,3856720,3.89246,15
362,2927506,5.05001,33
363,2623308,5.90278,60
364,2673257,5.24461,38
365,3637006,7.17231,144
366,2903075,6.9042,120
367,3417184,6.5355,93
368,2367963,6.23102,75
369,3832292,5.52906,46
370,3722384,8.67869,410
371,3502570,8.94129,492
372,2843131,4.61872,25
373,2892979,8.13778,282
374,3357237,10.3978,1349
375,2647742,9.20782,591
376,3417201,6.81181,112
377,3832308,3.88643,15
378,2427930,9.21525,594
379,2673270,10.3265,1284
380,3272761,4.19136,18
381,3662444,4.273,19
382,2977471,6.31164,79
383,2587790,4.23035,19
384,3916686,3.74892,13
385,3882265,4.24143,19
386,3332729,4.25333,19
387,3003107,4.35323,20
388,3442641,3.95741,16
389,2893109,4.85524,29
390,2952959,4.74516,27
391,3722417,8.71552,420
392,2697721,3.59444,12
393,3027538,5.24972,38
394,3746845,5.44646,44
395,3577078,10.7268,1695
396,2783207,4.67364,26
397,3077502,6.5901,96
398,2843163,7.49257,180
399,2478017,9.08704,544
400,2977510,8.12951,280
401,3382698,6.2167,74
402,2673312,6.10294,69
403,2393538,5.85031,58
404,4016726,4.29028,20
405,2893130,8.99602,511
406,2318157,4.82807,28
407,3272795,6.04956,66
408,3882304,3.31847,10
409,3357279,9.12097,557
410,3636956,7.70402,209
411,3942259,3.44178,11
412,2477933,7.7736,219
413,2587841,8.99295,510
414,3502632,7.82377,227
415,2623367,4.11924,17
416,2647792,11.5435,2985
417,3417249,4.09548,17
418,2318170,4.72731,26
419,3003143,6.6929,103
420,2428079,4.1121,17
421,3357303,6.76222,109
422,2427981,4.62328,25
423,2538000,7.23987,151
424,2403557,5.22133,37
425,3746881,8.98007,505
426,2757720,6.19624,73
427,2513471,4.22394,19
428,3003153,9.94206,984
429,2733287,5.23368,38
430,2707764,9.99044,1017
431,4042278,3.20308,9
432,2843209,7.43475,173
433,3272834,7.57619,191
434,2673345,4.9083,30
435,3636985,4.7371,27
436,2623388,6.72579,106
437,3442706,4.06,17
438,3832383,9.7225,845
439,2927604,5.1253,35
440,3882343,3.44584,11
441,3772437,3.91309,15
442,2428119,5.03605,33
443,2403585,7.85525,232
444,2318212,4.88299,30
445,2623413,6.25918,77
446,2953139,5.9619,62
447,2817708,3.86859,15
448,2697792,9.4549,702
449,2757751,6.92207,121
450,3577160,7.91066,241
451,2477980,6.58584,96
452,3137530,8.54469,373
453,3662545,8.65287,403
454,3357346,4.17179,18
455,2903189,4.61886,25
456,3077573,6.80399,112
457,2623426,9.12823,560
458,3417309,12.4935,5767
459,3003193,8.81369,450
460,2368180,4.26236,19
461,3882369,3.86195,15
462,4016806,3.78847,14
463,2563481,8.67923,410
464,2817731,8.59235,386
465,2318242,5.60186,49
466,2623441,8.07013,269
467,2707824,5.79565,56
468,3332838,7.53718,186
469,3806905,9.47402,711
470,3502710,11.3994,2701
471,3442752,3.71086,13
472,3832435,5.48899,45
473,2368198,7.14306,141
474,3992304,3.4408,11
475,3806913,9.73934,855
476,2783316,8.50761,364
477,3882387,3.79889,14
478,3113133,5.95146,62
479,3797015,8.90396,479
480,2733360,3.65027,13
481,2867693,8.79158,443
482,3942350,4.57908,24
483,3003228,10.5033,1451
484,3722535,6.20307,74
485,2318257,5.19692,37
486,2697839,4.36567,21
487,2513554,8.91171,482
488,2587937,4.28842,20
489,2977621,8.96456,500
490,3417345,3.87178,15
491,2757796,4.55782,24
492,3882413,3.89936,15
493,2843283,7.96474,250
494,3797032,7.6843,206
495,3442774,3.69089,13
496,3832457,4.40975,21
497,2393654,6.62058,98
498,3552684,5.94718,62
499,3382830,3.86498,15
500,3722554,8.55517,376
501,2647898,6.44938,87
502,3467315,6.71947,105
503,3417356,5.44932,44
504,3357397,8.01254,258
505,3442785,3.63731,12
506,2697863,8.08634,272
507,3662612,9.63072,793
508,2733392,3.46733,11
509,2903258,3.64043,12
510,2563536,3.59183,12
511,2587961,10.4681,1416
512,3856908,4.92509,30
513,3772525,6.4359,87
514,3942384,5.94661,62
515,3332886,8.65311,403
516,3417371,10.1548,1140
517,2588066,11.843,3674
518,2707876,4.43839,22
519,3163136,10.7517,1724
520,4042392,6.33107,81
521,3442812,4.02271,16
522,3053229,8.50594,364
523,3113180,10.2014,1177
524,3577246,6.81416,113
525,3992354,9.23875,604
526,2817793,5.72727,53
527,3382861,9.85949,929
528,3942411,4.30501,20
529,2623515,8.59265,386
530,3332913,8.21142,296
531,3552729,8.56269,378
532,2648041,3.95593,16
533,3577256,8.18925,292
534,2697902,4.67554,26
535,3113202,4.60833,24
536,3467351,5.45554,44
537,2903285,4.83328,29
538,3187577,5.37955,42
539,2403707,5.93547,61
540,2927722,9.86676,934
541,2393711,8.72284,423
542,2707909,3.66199,13
543,3662650,10.2696,1234
544,2318338,4.32635,20
545,3796992,6.3115,79
546,2953262,4.01115,16
547,3577277,7.84399,230
548,3332938,8.06654,268
549,2977690,9.40369,677
550,3272981,4.4947,23
551,3527332,3.44283,11
552,2673503,5.07216,34
553,2817837,8.75204,431
554,3442854,10.3774,1330
555,2867788,3.77013,14
556,2648074,4.10164,17
557,3527340,3.50032,11
558,2673509,9.69173,827
559,3772581,6.7423,107
560,2588127,9.61147,782
561,3527342,4.08853,17
562,3992408,10.505,1453
563,3417435,6.00202,64
564,2403740,9.26729,616
565,2393740,6.04306,66
566,3163200,5.88964,59
567,3527348,3.53049,12
568,2318364,4.67422,26
569,3297536,6.7141,105
570,3502829,6.01459,65
571,3662687,4.26301,19
572,3332964,5.33598,40
573,3223157,4.78138,28
574,2623568,4.63789,25
575,2903343,9.41862,684
576,3966891,5.28357,39
577,2648098,3.66857,13
578,3662696,6.56362,95
579,2733483,4.26846,19
580,3942472,7.36539,165
581,3722656,4.90762,30
582,3687232,4.12815,17
583,3417457,12.1442,4527
584,3662710,5.16023,36
585,3053312,4.97783,32
586,3857105,9.81758,902
587,2708066,4.91622,30
588,4016955,3.81853,14
589,4017056,3.45902,11
590,3882533,7.01829,130
591,2867836,4.08323,17
592,2343823,11.1985,2350
593,3967018,4.02387,16
594,3527377,3.97585,16
595,2673547,6.29464,79
596,3333086,5.31911,40
597,3383046,4.85583,29
598,3662723,8.83371,456
599,3382948,8.09185,273
600,3916964,4.20866,18
601,2428313,7.56082,189
602,3747199,11.1753,2313
603,3942502,4.89705,30
604,2318398,6.50832,91
605,3113280,4.08317,17
606,3966929,7.62292,197
607,3027808,8.91731,483
608,3722681,7.39474,168
609,3527390,3.89658,15
610,2623611,4.45213,22
611,2758043,8.27536,310
612,3917073,3.82092,14
613,2478269,9.71783,842
614,2757944,5.81159,56
615,2563654,7.38045,167
616,3687260,9.12617,559
617,3417485,10.6225,1576
618,2318416,3.69533,13
619,2648141,8.92437,486
620,2783473,7.76814,218
621,3307580,3.79104,14
622,3417500,4.62202,25
623,2403793,7.50439,182
624,3077766,4.44136,22
625,3333116,6.74295,107
626,3722700,6.35128,82
627,3003384,3.36515,10
628,3577360,4.45449,22
629,3992467,3.61804,12
630,3382972,8.49253,360
631,2903401,11.3161,2550
632,2783484,6.39923,84
633,2893392,4.09451,17
634,3832616,10.6185,1572
635,3662750,9.54727,748
636,3527418,8.09052,273
637,3187686,6.60932,98
638,3772661,9.20207,589
639,3747236,6.70986,105
640,3687277,6.72062,105
641,2393816,9.21435,594
642,2867873,8.29523,314
643,3552847,9.98832,1016
644,3383081,7.48127,179
645,3942531,5.63196,50
646,3442941,4.38136,21
647,2783493,3.59962,12
648,2758076,8.11749,278
649,2818035,4.38048,21
650,2673594,6.53486,93
651,3417531,8.11902,278
652,2817941,4.37847,21
653,3687308,6.52891,92
654,3662774,4.88912,30
655,2318455,9.53066,740
656,3832643,10.4678,1416
657,3053380,7.88323,236
658,3992512,3.83571,14
659,3857171,8.74949,430
660,3297632,4.31072,20
661,3722739,9.64453,800
662,2453793,4.32558,20
663,2903435,5.16733,36
664,2623662,4.98583,32
665,3992521,7.83866,229
666,2513758,3.58558,12
667,3882614,5.62086,49
668,2843485,4.37203,21
669,3113352,4.21559,19
670,3637367,7.10181,137
671,3333169,5.06142,33
672,3383130,6.08613,68
673,2927873,4.6582,25
674,2953408,4.89361,30
675,3417557,4.51408,23
676,3662808,9.28996,626
677,3772719,7.4675,177
678,3442986,3.82403,14
679,3383138,11.2859,2497
680,3917155,9.09477,547
681,3747288,6.7469,107
682,3857208,6.6216,98
683,3687342,5.7988,56
684,2428405,10.1403,1129
685,3247712,9.07199,538
686,2818079,7.14336,141
687,3722770,7.56011,189
688,2673648,6.33381,81
689,3992546,4.43897,22
690,3028001,3.40134,11
691,3417574,7.35308,163
692,3297666,3.4892,11
693,3553017,5.43361,43
694,2868044,6.84643,115
695,3577443,4.1205,17
696,2903470,9.46251,706
697,3807261,6.10772,69
698,3417583,9.25163,610
699,2953435,8.02916,261
700,3028011,3.80971,14
701,3273251,6.90604,120
702,3527493,12.5513,6002
703,3882652,5.06941,34
704,2428425,4.46631,22
705,3027915,9.43043,690
706,3307680,8.93711,490
707,3687363,6.29999,79
708,3383164,10.9032,1915
709,3747324,7.49138,180
710,2708203,5.73849,53
711,2903488,7.24905,152
712,3527514,9.08018,541
713,3722806,5.31522,40
714,3053451,4.73122,27
715,3333226,7.62608,198
716,3662851,4.3955,21
717,3992575,3.53146,12
718,3917204,4.32196,20
719,2903507,6.66009,101
720,2673684,8.20062,294
721,2453871,6.56163,94
722,3942634,3.67328,13
723,3722820,8.12292,279
724,2783596,7.78756,221
725,4017212,7.5947,193
726,3797295,4.03159,16
727,2368492,3.54753,12
728,3247757,9.40817,679
729,3882681,6.59743,97
730,2563785,4.50989,23
731,2588319,10.1018,1099
732,2843560,4.98287,32
733,3027943,4.13172,18
734,3772775,8.3547,327
735,2708229,8.04372,264
736,2453881,4.32448,20
737,3687405,6.52492,92
738,3333247,11.718,3369
739,3942648,12.5813,6128
740,3662876,4.09446,17
741,3503119,9.56356,757
742,2953481,5.12574,35
743,3027956,3.9239,15
744,3027961,3.74022,13
745,2843579,8.7367,427
746,3577513,9.98708,1015
747,2953501,4.30661,20
748,2927967,9.04082,527
749,2978026,10.1943,1172
750,3137875,7.99205,255
751,3187834,7.0176,130
752,2428478,4.80348,28
753,3247784,10.0439,1056
754,2648305,5.40568,42
755,2673730,8.92086,485
756,3383227,7.38402,167
757,3832760,7.63757,199
758,3882720,9.95521,993
759,4017245,5.40937,42
760,3113456,7.01469,129
761,3443183,3.67429,13
762,3687435,4.54318,23
763,3553103,5.16355,36
764,2868131,7.66864,203
765,2428501,10.6121,1565
766,3137901,4.79946,28
767,3942681,6.374,83
768,2893562,6.31628,80
769,3832777,5.30215,39
770,3443206,3.92396,15
771,3357723,6.35633,82
772,3722872,7.23386,151
773,2977949,5.6133,49
774,2978050,8.17402,289
775,3662924,7.58575,192
776,2843619,11.8884,3791
777,2927993,7.31967,160
778,3247818,7.22612,150
779,3687452,6.38932,84
780,3917268,3.96745,16
781,3577545,7.20439,147
782,3467637,7.93967,246
783,3503164,9.22118,597
784,2903574,5.49225,45
785,3663033,4.85851,29
786,3333309,4.71389,26
787,2953536,5.1181,35
788,2708287,6.39187,84
789,3807370,10.4142,1365
790,3832805,4.22777,19
791,3527597,5.18392,36
792,4017281,7.94053,246
793,3443226,4.16257,18
794,2623821,5.2087,37
795,2818212,6.66647,102
796,3417703,4.72243,26
797,2673773,6.50926,91
798,2903588,8.85371,463
799,3723005,10.0547,1064
800,3553141,6.86835,117
801,3687475,3.76345,14
802,3307795,6.70962,105
803,2513925,6.52646,92
804,3917305,10.44,1389
805,3663055,8.60111,388
806,3223425,7.81598,225
807,2318637,8.99013,509
808,3722917,9.38938,671
809,2404122,4.32076,20
810,3577577,3.68495,13
811,2368590,4.22215,19
812,3832830,7.27811,155
813,2953570,3.56325,12
814,3687494,9.47733,713
815,2783715,8.3244,321
816,3188014,3.71329,13
817,3527641,3.55357,12
818,3663074,6.3101,79
819,2648378,8.52604,369
820,2318656,7.06763,134
821,3577595,3.77958,14
822,3503224,8.15954,286
823,2623859,8.26468,308
824,2733767,8.15472,285
825,3333358,8.06483,268
826,2538480,8.02233,260
827,3357785,8.96735,501
828,3577612,3.68731,13
829,3383322,10.7192,1686
830,3527655,3.45242,11
831,2758298,10.0871,1088
832,3942766,5.04693,33
833,2673830,7.39132,168
834,3527662,4.04168,16
835,2404158,7.76961,218
836,3882823,5.81162,56
837,3832865,5.58709,48
838,3307851,5.1746,36
839,3467720,4.19957,18
840,3188050,6.43931,87
841,3417767,3.86079,15
842,3723071,5.3037,39
843,3443296,9.71773,842
844,3992747,10.2021,1178
845,3527684,4.16611,18
846,2454140,4.51015,23
847,2903673,6.69578,104
848,3942805,7.14723,142
849,3832887,3.27885,10
850,3333410,3.60641,12
851,3553228,8.21279,297
852,3882854,8.98328,506
853,3747522,5.0629,33
854,3417788,4.40772,21
855,3357840,3.59397,12
856,3832906,4.2296,19
857,4017381,7.4305,173
858,3333417,3.35576,10
859,3807474,9.85991,929
860,2623922,5.55007,47
861,2673873,10.2056,1181
862,2708407,9.36408,659
863,2404209,10.4661,1415
864,2868265,11.5606,3021
865,3333425,3.39639,11
866,3417809,5.81911,56
867,2903703,7.04082,132
868,2514122,10.5992,1551
869,3832918,8.89545,476
870,2783788,6.87792,118
871,3527722,4.74807,27
872,3807487,7.68772,206
873,2318736,10.5837,1535
874,3333433,3.82666,14
875,3723120,3.95436,16
876,3942838,6.86711,117
877,3443348,9.64861,803
878,2673902,10.5085,1457
879,2868283,8.25436,305
880,3577683,4.09504,17
881,3188111,5.78716,55
882,3273484,7.09462,137
883,3333443,7.36579,165
884,2708429,6.12696,70
885,2893721,7.59921,194
886,3723128,5.51537,46
887,3833040,8.56007,377
888,3527745,7.44526,174
889,3467788,4.5711,24
890,3917431,4.42188,21
891,3663181,6.44068,87
892,3417842,8.3166,319
893,3223551,8.64132,399
894,3247977,8.10636,276
895,3357885,6.3534,82
896,3883013,5.97801,63
897,3307939,7.76792,218
898,3577715,3.85702,14
899,3053691,8.18857,292
900,2404254,10.5224,1471
901,2538600,8.05383,266
902,2624074,9.15755,571
903,2708457,5.8195,56
904,3832964,8.31996,320
905,2953711,5.27673,39
906,2673937,11.8194,3614
907,2843804,7.1216,139
908,3188147,3.3051,10
909,3917455,3.844,14
910,3138204,7.66367,203
911,2674047,7.70298,208
912,3832978,4.69978,26
913,2428699,8.7493,430
914,2733898,7.39617,168
915,3333488,4.51197,23
916,3527785,3.70896,13
917,3797561,8.90041,478
918,3663228,8.36603,330
919,2624110,10.383,1335
920,2648535,7.5782,191
921,2734018,5.03157,33
922,3882949,5.79337,55
923,2903777,4.34503,20
924,3832992,7.94089,246
925,3833093,10.3265,1284
926,3223605,8.85356,463
927,3807569,9.93207,977
928,3723186,5.05064,33
929,2903782,5.10914,35
930,3527807,3.66417,13
931,3942916,4.09328,17
932,3773149,6.54974,94
933,2733928,9.90923,962
934,3723204,5.17545,36
935,3553337,7.63567,199
936,2514216,4.5466,23
937,3188180,3.37982,10
938,2708498,4.44366,22
939,3418007,10.5075,1456
940,3883064,6.92763,122
941,3613300,8.76136,434
942,2953751,4.62292,25
943,3358049,7.00188,128
944,3443434,4.1147,17
945,4017501,4.65583,25
946,2783886,6.62828,99
947,2893794,6.04385,66
948,3188186,3.49607,11
949,3833122,7.88268,236
950,3747638,4.98459,32
951,3188200,3.82977,14
952,3493391,7.6662,203
953,3577775,5.14575,35
954,2734047,3.96165,16
955,2843855,5.87457,59
956,3188205,4.016,16
957,3273578,3.33658,10
958,3333538,4.69427,26
959,3807595,4.31621,20
960,3527831,3.91526,15
961,3942940,4.50183,23
962,3773174,7.17303,144
963,3882984,4.87101,29
964,2624147,4.43634,22
965,4017519,10.7776,1755
966,2783916,3.71661,13
967,2428760,10.0485,1059
968,3273601,10.8026,1786
969,3833141,4.5345,23
970,3747657,7.14138,141
971,3687698,8.95833,497
972,2953777,6.1536,71
973,3223646,10.2121,1186
974,3942954,10.8463,1841
975,3527847,3.55193,12
976,3443464,3.82857,14
977,3687715,6.89806,119
978,2404344,11.199,2351
979,2784027,10.5324,1481
980,2818454,8.02236,260
981,3188231,3.25601,10
982,3663287,8.28244,311
983,3613338,6.47995,89
984,2843882,6.99483,128
985,4017538,5.75412,54
986,2344393,9.61945,787
987,3358090,7.54448,187
988,3468009,8.52631,369
989,2893847,8.35415,327
990,3188238,3.75792,14
991,3333572,6.37917,83
992,3527864,6.87123,117
993,2953798,7.9368,245
994,3553389,4.96198,31
995,2394361,5.86804,58
996,3917549,3.91178,15
997,2514271,3.93779,15
998,2624178,3.92601,15
999,2368840,5.23124,38
1000,2674138,8.12309,279
1001,3358112,5.45473,44
1002,2478748,10.1265,1118
1003,2698565,11.1983,2350
1004,3883129,6.51536,91
1005,3917555,3.64359,12
1006,3723264,9.82375,906
1007,3493448,8.56021,377
1008,2428796,3.96526,16
1009,3163728,7.3789,166
1010,3078348,10.0184,1037
1011,3917563,3.68095,13
1012,2404377,7.88817,237
1013,2928392,10.1342,1124
1014,3053827,4.04038,16
1015,3943101,7.26914,154
1016,3833183,3.3281,10
1017,3333603,8.29772,315
1018,3687752,4.39296,21
1019,3223687,6.38065,83
1020,3333595,10.4547,1403
1021,2454343,4.3698,21
1022,3773241,10.7957,1778
1023,2514304,3.89888,15
1024,3942998,4.88935,30
1025,3747717,9.96825,1002
1026,3773244,7.90523,240
1027,3417988,5.81612,56
1028,2784074,3.79975,14
1029,3418100,4.23321,19
1030,3467949,3.84934,14
1031,2674168,6.54164,93
1032,2843935,7.50487,182
1033,3917582,3.98728,16
1034,3637818,7.96264,249
1035,2783978,5.14726,35
1036,3528013,3.63097,12
1037,2344450,3.64022,12
1038,3333622,10.0145,1034
1039,2904000,6.92376,121
1040,3833214,3.46658,11
1041,2708610,9.28346,623
1042,2818517,11.4443,2787
1043,3917589,4.09236,17
1044,2953852,9.42588,688
1045,3273667,4.84433,29
1046,3917591,4.93938,31
1047,3418111,4.54559,23
1048,3993075,3.90162,15
1049,2674179,9.49684,722
1050,2893895,6.499,90
1051,3577870,11.1091,2209
1052,2404418,6.72165,106
1053,3004009,3.87517,15
1054,3723317,4.55609,24
1055,3418120,6.65044,100
1056,3663363,6.40862,85
1057,2953866,8.02469,260
1058,3687789,10.9768,2015
1059,3188299,8.89716,477
1060,2454378,7.16421,143
1061,2428855,6.05836,67
1062,2784113,11.0466,2115
1063,3687803,6.36742,83
